Complex ID,Charge,Shift,Dipole_point_q,q,Brutto,Charge_class,Geometry,Ligand,Smiles,1,2,3,4,5,6,7,9,11,13,14,21,23,37,40,41,42,43,46,Source_doi
74,0,-1835,3154.529265,-41,cis-Pt(Me 2 NH) 2 (benzmal),neutral,sq-pl,org,[Pt@SP1]1([NH+](C)C)([NH+](C)C)OC(=O)C(C(=O)O1)Cc1ccccc1,309.1730893,309.1716723,259.089179,259.0786573,152.848802,152.8403988,158.9300366,160.9499493,153.584879,146.6174142,146.6045514,32.01917704,27.16546449,18.8062346,17.55657836,17.55259107,17.90659141,0,0,https://doi.org/10.1002/jcc.24461
75,0,-1926,3207.259533,-27,cis-Pt(Me 2 en) 2(benzmal),neutral,sq-pl,org,[Pt@SP1]12(OC(=O)C(C(=O)O1)Cc1ccccc1)[NH+](CC[NH+]2C)C,311.352761,310.5513006,260.7265462,259.8267953,153.6673224,153.2109535,160.2637876,161.5479483,156.5747767,154.203505,146.4637022,31.54125189,25.0342599,18.37348635,17.39674605,0,0,0,0,https://doi.org/10.1002/jcc.24461
76,0,-1930,3201.550501,-26,cis-Pt(Me 4 en) 2(benzmal),neutral,sq-pl,org,[Pt@SP1]12(OC(=O)C(C(=O)O1)Cc1ccccc1)[N+](C)(CC[N+]2(C)C)C,310.4956012,310.0965367,262.4467237,260.6435467,152.7009709,152.7837162,158.2621728,163.8178887,161.7348355,158.7835154,153.0703077,113.4985007,26.56319351,19.73571444,19.5551948,18.21591684,17.69122946,17.32332691,15.35247296,https://doi.org/10.1002/jcc.24461
77,0,-1827,3337.961232,-21,cis-Pt(EtNH 2) 2(bumal) 2,neutral,sq-pl,org,[Pt@SP1]1(OC(=O)C(C(=O)O1)CCCC)([NH2+]CC)[NH2+]CC,309.9392785,309.4872936,257.6874228,257.5780257,154.2286694,154.0393507,161.3560444,151.0866874,148.8704841,145.3408873,138.7073702,29.9763952,28.58438206,15.33126071,11.33094365,11.22912825,0,0,0,https://doi.org/10.1002/jcc.24461
78,0,-1826,3434.341458,-21,cis-Pt(Me 2 NH) 2 (bumal) 2,neutral,sq-pl,org,[Pt@SP1]1(OC(=O)C(C(=O)O1)CCCC)([NH+](C)C)[NH+](C)C,309.8435359,309.2007921,259.7003209,259.6524706,154.4584682,154.1954385,162.0958925,152.992086,155.3099274,151.5337774,150.3824301,26.30262311,24.80272711,15.51757563,11.50189501,11.45243759,0,0,0,https://doi.org/10.1002/jcc.24461
79,0,-1923,3495.502338,-13,cis-Pt(Me 2 en) 2(bumal) 2,neutral,sq-pl,org,[Pt@SP1]12([NH+](CC[NH+]1C)C)OC(=O)C(C(=O)O2)CCCC,310.9832383,309.6327191,260.2337302,259.024712,154.1307497,153.5997693,161.3613846,161.9973306,151.1786315,153.7974335,148.5630848,25.16951945,24.95219327,16.08768396,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
80,0,-1922,3497.776712,-27,cis-Pt(Me 4 en) 2(bumal) 2,neutral,sq-pl,org,[Pt@SP1]12([N+](CC[N+]1(C)C)(C)C)OC(=O)C(C(=O)O2)CCCC,309.8921039,309.5537696,262.6532047,262.0006583,153.8965043,153.6857125,161.176889,162.7419387,163.4617745,159.5111385,158.0129595,26.39514379,25.79614682,19.70058678,17.64952281,15.3647582,14.56604448,12.75895007,0,https://doi.org/10.1002/jcc.24461
81,-2000,-1671,197.9955475,65,[Pt(NO 2)Cl 3 ]2-,anion,sq-pl,hal-inorg,[Pt@SP1](N(=O)=O)(Cl)(Cl)Cl,562.9043516,562.8821247,545.8125934,300.084462,235.9350515,235.8104369,0,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
82,-2000,-1828,639.6576832,13,trans-[Pt(NO2 )Cl 2Br] 2-,anion,sq-pl,hal-inorg,[Pt@SP1](Cl)(N(=O)=O)(Cl)Br,1086.325749,554.2202081,554.2159901,300.5020998,236.5269647,236.5127128,0,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
83,-2000,-1878,868.8094025,33,cis-[Pt(NO 2 )Cl 2Br]2-,anion,sq-pl,hal-inorg,[Pt@SP1](Br)(N(=O)=O)(Cl)Cl,1115.94289,558.9452556,540.3544537,300.4458151,236.4198503,236.3925888,0,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
84,-2000,-2057,920.5140732,-19,cis-[Pt(NO 2 )ClBr 2 ]2-,anion,sq-pl,hal-inorg,[Pt@SP1](Br)(Br)(N(=O)=O)Cl,1103.069805,1077.270444,550.4882912,300.5944055,236.8537261,236.8063528,0,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
85,-2000,-2104,312.0028078,4,trans-[Pt(NO2 )ClBr 2 ]2-,anion,sq-pl,hal-inorg,[Pt@SP1](Br)(Cl)(Br)N(=O)=O,1102.518032,1102.5151,535.482556,300.7708065,236.8950426,236.8575961,0,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
86,-2000,-2303,391.1970695,-48,[Pt(NO 2)Br 3] 2-,anion,sq-pl,hal-inorg,[Pt@SP1](Br)(Br)(N(=O)=O)Br,1088.771515,1088.771773,1069.312992,300.7534821,237.2035449,237.0913667,0,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
87,-2000,-1797,26.41117113,13,trans-[Pt(NO2 )2 Cl2 ]2-,anion,sq-pl,hal-inorg,[Pt@SP1](Cl)(N(=O)=O)(Cl)N(=O)=O,555.316737,555.3125662,288.6884545,288.6887904,229.013889,229.0129176,229.0259296,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
88,-2000,-1994,856.1046382,-56,trans-[Pt(NO2 )2 ClBr]2-,anion,sq-pl,hal-inorg,[Pt@SP1](N(=O)=O)(Cl)(N(=O)=O)Br,1122.649385,561.3472016,288.2140754,288.2074966,228.3191826,228.3050256,228.292994,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
89,-2000,-2209,1.422262106,-86,trans-[Pt(NO2 )2 Br2 ]2-,anion,sq-pl,hal-inorg,[Pt@SP1](N(=O)=O)(Br)(N(=O)=O)Br,1108.231735,1108.230096,288.3543992,288.356118,228.5941251,228.5950946,228.4938858,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
90,-2000,-1797,27.18427771,13,cis-[Pt(NO 2 )2Cl 2 ]2-,anion,sq-pl,hal-inorg,[Pt@SP1](N(=O)=O)(N(=O)=O)(Cl)Cl,555.3188679,555.3172818,288.6900742,288.6878225,229.0439271,229.0291121,229.0045796,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
91,-2000,-1949,822.5555356,-32,cis-[Pt(NO 2 )2ClBr]2-,anion,sq-pl,hal-inorg,[Pt@SP1](N(=O)=O)(N(=O)=O)(Br)Cl,1102.715901,547.8532422,289.3772267,287.1128071,229.5616789,229.5137432,228.4182774,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
92,-2000,-2120,979.5111651,-78,cis-[Pt(NO 2 )2Br 2] 2-,anion,sq-pl,hal-inorg,[Pt@SP1](N(=O)=O)(Br)(Br)N(=O)=O,1089.74848,1089.718979,287.7135406,287.714577,228.8588903,228.850921,228.8557319,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
93,-2000,-1949,57.77739043,-66,[Pt(NO 2)3 Cl] 2-,anion,sq-pl,hal-inorg,[Pt@SP1](N(=O)=O)(N(=O)=O)(Cl)N(=O)=O,560.500518,283.8214078,281.9369549,281.9350712,226.178242,226.1728317,225.6928303,223.8944892,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
94,-2000,-2187,0.521702148,-125,[Pt(NO2)4] 2-,anion,sq-pl,inorg,[Pt@SP1](N(=O)=O)(N(=O)=O)(N(=O)=O)N(=O)=O,279.1721817,279.1718599,279.1721519,279.1712057,223.3977191,223.3963083,223.3950241,223.390959,223.3888661,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
95,2000,-2580,0.201939937,45,[Pt(NH3)4] 2+,cation,sq-pl,org,[Pt@SP1]([NH3+])([NH3+])([NH3+])[NH3+],262.212577,262.2105473,262.2102317,262.2089694,29.58512499,29.58447148,29.58428392,29.58369967,29.58282006,29.15479505,29.15385987,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
96,1000,-2353,1525.422527,-34,[Pt(NH3)3Cl]+,cation,sq-pl,hal-org,[Pt@SP1]([NH3+])([NH3+])([NH3+])Cl,592.7365485,265.124692,265.0920822,248.4026194,31.24018773,31.23175614,29.54159252,29.28988711,28.71438286,28.37411246,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
97,1000,-2492,1855.791957,-42,[Pt(NH3)3Br]+,cation,sq-pl,hal-org,[Pt@SP1]([NH3+])([NH3+])([NH3+])Br,1149.871422,263.5208805,263.7587759,247.9430255,30.61451529,30.41395907,30.41215256,29.39595724,28.5647008,28.19245539,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
98,1000,-2819,2082.872655,-97,[Pt(NH3)3I]+,cation,sq-pl,hal-org,[Pt@SP1]([NH3+])([NH3+])([NH3+])I,1609.210593,263.2855315,263.2412334,248.4651575,30.28397486,30.2822869,30.16631464,28.82538951,28.684191,28.339071,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
99,0,-2101,2112.069705,-41,cis-[Pt(NH3)2Cl2],neutral,sq-pl,hal-org,[Pt@SP1]([NH3+])([NH3+])(Cl)Cl,592.9328156,592.9202229,253.5657134,253.5565986,31.06364256,31.05252612,28.42307731,28.41715594,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
100,0,-2254,2088.590096,-67,cis-[Pt(NH3)2ClBr],neutral,sq-pl,hal-org,[Pt@SP1]([NH3+])([NH3+])(Cl)Br,1157.057639,590.1517794,249.679597,253.0126159,31.01477732,29.52371242,29.51427143,28.35205302,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
101,0,-2428,2059.541845,-93,cis-[Pt(NH3)2Br2],neutral,sq-pl,hal-org,[Pt@SP1]([NH3+])([NH3+])(Br)Br,1153.76364,1153.584152,248.5408574,248.7471507,29.76986693,29.44803448,29.43396724,28.18037789,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
102,0,-2615,2047.384079,-121,cis-[Pt(NH3)2ClI],neutral,sq-pl,hal-org,[Pt@SP1]([NH3+])([NH3+])(Cl)I,1615.191027,589.6882838,248.2671458,254.7916161,31.19659517,29.24649052,29.24131806,28.48110339,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
103,0,-2830,1996.272378,-151,cis-[Pt(NH3)2BrI],neutral,sq-pl,hal-org,[Pt@SP1]([NH3+])([NH3+])(Br)I,1612.014838,1151.298094,247.3844139,250.3048478,29.2128507,29.20485748,29.62371438,27.34852784,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
104,0,-3309,1955.50152,-207,cis-[Pt(NH3)2I2],neutral,sq-pl,hal-org,[Pt@SP1]([NH3+])([NH3+])(I)I,1608.911281,1608.868213,248.9121216,248.8798288,29.35775056,29.34726317,29.34665764,27.43320953,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
105,0,-2174,5.774726215,-21,trans-[Pt(NH3)2Cl2],neutral,sq-pl,hal-org,[Pt@SP1]([NH3+])(Cl)([NH3+])Cl,575.8601241,575.8506055,266.8319408,266.8309499,30.50197744,30.49759965,30.21336263,30.20851024,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1039/C3DT53594K
106,0,-2293,20.86155023,-45,trans-[Pt(NH3)2ClBr],neutral,sq-pl,hal-org,[Pt@SP1]([NH3+])(Cl)([NH3+])Br,1128.659597,574.8222531,265.9450692,265.9435218,30.50588042,30.50575103,30.0277659,30.03153426,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
107,0,-2557,5.57772556,-65,trans-[Pt(NH3)2Br2],neutral,sq-pl,hal-org,[Pt@SP1]([NH3+])(Br)([NH3+])Br,1120.126716,1120.12351,264.8284108,264.8278574,29.90524736,29.90408272,30.08570038,30.09210202,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
108,0,-2999,67.05395466,-127,trans-[Pt(NH3)2BrI],neutral,sq-pl,hal-org,[Pt@SP1]([NH3+])(Br)([NH3+])I,1583.185109,1119.8105,264.2720786,264.2964532,29.54292854,29.92286515,29.91590144,30.18709797,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
109,0,-3372,2.934875828,-191,trans-[Pt(NH3)2I2],neutral,sq-pl,hal-org,[Pt@SP1]([NH3+])(I)([NH3+])I,1582.553689,1582.505553,263.5195471,263.5178247,29.64556341,29.64499705,30.00004018,29.97362402,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
110,-1000,-1884,1282.595422,219,[Pt(NH3)Cl3]-,anion,sq-pl,hal-org,[Pt@SP1]([NH3+])(Cl)(Cl)Cl,607.9348984,587.0241235,586.6354561,252.2279558,29.097361,29.02111579,29.02213599,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
111,-1000,-2534,598.1436874,185,[Pt(NH3)Br3]-,anion,sq-pl,hal-org,[Pt@SP1]([NH3+])(Br)(Br)Br,1162.819929,1164.872661,868.0378208,288.0078315,22.36960358,30.32735547,30.0876634,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
112,-1000,-3298,1269.126886,55,trans-[Pt(NH3)ClI2]-,anion,sq-pl,hal-org,[Pt@SP1]([NH3+])(I)(Cl)I,1596.90028,1595.599831,605.3053188,245.5999487,28.03346649,28.47258087,28.4649096,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
113,-1000,-4250,1142.398727,-39,[Pt(NH3)I3]-,anion,sq-pl,hal-org,[Pt@SP1]([NH3+])(I)(I)I,1616.381895,1590.390037,1589.924432,246.5670646,28.79039187,28.18113763,28.27141361,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1002/ejic.202000474
114,-2000,-1780,295.358378,-0.047,[Pt(NO2)3(OH)] 2-,anion,sq-pl,inorg,[Pt-]([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])O[H],301.4948275,285.4650873,282.5576975,282.6884867,227.379229,225.3440238,225.1724744,223.8439956,31.46742136,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/S0020-1693(00)81457-7
115,-2000,-1487,1058.62284,0.06,[Pt(NO2)2(C2O4)]2-,anion,sq-pl,org-inorg,O=C1O[Pt-2]([N+]([O-])=O)([N+]([O-])=O)[O-2]C1=O,296.7796012,296.7792552,289.6649239,289.6645132,229.3262864,229.3257472,229.3236735,152.5654835,161.9964556,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/S0020-1693(00)81457-7
116,0,-1714,3089.593916,0.024,Pt(1,1-cbdca)(NH3)2,neutral,sq-pl,org,[NH3][Pt](OC(C12CCC2)=O)([NH3])OC1=O,311.5414472,311.5357649,256.5088721,256.5023659,155.5398616,155.5368418,164.1578265,159.0626224,105.1880948,31.29903123,31.29198682,15.51335273,15.28759505,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
117,0,-1872,3607.064609,0.004,cis-Pt(EtNH 2) 2(Ox),neutral,sq-pl,org,[Pt@@]1(OC(=O)C(O1)=O)([N](CC)([H])[H])[N](CC)([H])[H],314.0521253,314.0502299,257.8449876,257.8445186,169.74888,169.7488184,158.5652019,152.3414888,143.9926572,31.57312989,31.57287169,21.72718972,19.30232361,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
118,0,-1693,1392.574866,0.065,cis-Pt(Me 2 NH) 2 (Ac)2,neutral,sq-pl,org,CC([Pt@@](C(C)=O)([N]([H])(C)C)[N]([H])(C)C)=O,301.4547334,301.4500312,263.4672344,263.461243,185.7695443,185.7146593,154.2222867,156.954061,151.9238399,106.8123702,106.7954614,23.4468288,22.68021162,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
119,-1000,-2526,856.998763,0.04,[Pt(SOMe 2 )(OH)3 ]-,anion,sq-pl,org-inorg,[Pt-]([S](C)(C)=O)(O[H])(O[H])O[H],563.3097711,313.6166272,305.399484,302.0051382,189.1138614,140.8924952,140.8820462,31.76106795,23.96367513,21.93554575,21.93361577,0,0,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
120,0,-1456,1717.553912,0.12,cis-Pt(Me 2 en) 2(Ac)2,neutral,sq-pl,org,[Pt]1(OC(=O)C)([N](CC[N]1(C)[H])(C)[H])OC(=O)C,304.8837266,304.4265371,261.4917617,260.9868666,232.6879193,215.1501882,174.3483208,168.0686378,152.7714988,112.7932356,111.2042278,23.06487035,20.37213568,0,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
121,0,-1469,2045.79717,0.034,cis-Pt(Me 4 en) 2(Ac)2,neutral,sq-pl,org,[Pt]1(OC(=O)C)([N](CC[N]1(C)C)(C)C)OC(=O)C,304.2188419,303.6143516,261.2481087,259.8300847,233.6802125,190.7910051,174.5576281,157.4664654,163.28353,156.1137976,154.6293891,25.26974803,24.83046217,16.2054083,0,0,0,0,0,https://doi.org/10.1002/jcc.24461
122,0,-1833,3160.715688,-0.041,cis-Pt(EtNH 2) 2(benzmal),neutral,sq-pl,org,[Pt]1([N](CC)([H])[H])(OC(C(C(O1)=O)CC2=CC=CC=C2)=O)[N](CC)([H])[H],310.2537433,309.9343966,259.7676165,257.0072799,153.7688318,153.5356877,160.7259309,159.1917497,147.4963587,146.3109031,141.8787324,31.75922449,30.71517549,17.58247772,16.31421921,16.35565409,14.59528791,0,0,https://doi.org/10.1002/jcc.24461
