Rho at Nucleus;DelSqRho;V;G;K;L;Vnuc;Ven;Vrep;DelSqV;DelSqVen;DelSqVrep;DelSqG;DelSqK;ESP;ESP at Nucleus;ESPe;ESPe at Nucleus;ESPn;ESPn at Nucleus;q(A);L(A);K(A);|Mu_Intra(A)|;Shift;Brutto;Complex;Geometry;Charge_class;Ligand;Source_doi;Molecular dipole;Smiles
1858100.944;-10166400000000.0;-2542040000000.0;217383651.5;2541830000000.0;2541610000000.0;7800000016;-1.44932e+16;1.44906e+16;4.05931e+19;4.35e+32;-4.34792e+32;4.63655e+18;-4.52297e+19;-610.2497773;-610.2497773;-626.5780503;-626.5780503;16.32827294;16.32827294;0.477976594;0.000447343;24953.84799;0.113876097;-2254;cis-[Pt(NH3)2ClBr];100;sq-pl;neutral;hal-org;https://doi.org/10.1002/ejic.202000474;4.0;[H]N([H])[H].[H]N([H])[H].Br[Pt]Cl
1858100.523;-10166400000000.0;-2542040000000.0;217382663.6;2541830000000.0;2541610000000.0;7800000020;-1.44932e+16;1.44906e+16;4.05931e+19;4.35e+32;-4.34794e+32;4.63655e+18;-4.52297e+19;-610.2493473;-610.2493473;-630.2904744;-630.2904744;20.04112703;20.04112703;0.413147992;0.000130504;24953.85454;0.059611752;-2428;cis-[Pt(NH3)2Br2];101;sq-pl;neutral;hal-org;https://doi.org/10.1002/ejic.202000474;3.96;[H]N([H])[H].[H]N([H])[H].Br[Pt]Br
1858100.206;-10166400000000.0;-2542040000000.0;217382454.0;2541830000000.0;2541610000000.0;7800000019;-1.44932e+16;1.44906e+16;4.05931e+19;4.35e+32;-4.3479100000000004e+32;4.63655e+18;-4.52296e+19;-610.2504985;-610.2504985;-629.6580596;-629.6580596;19.40756112;19.40756112;0.36111887;-1.55e-05;24953.87363;0.309575874;-2615;cis-[Pt(NH3)2ClI];102;sq-pl;neutral;hal-org;https://doi.org/10.1002/ejic.202000474;4.0;[H]N([H])[H].[H]N([H])[H].I[Pt]Cl
1858099.417;-10166400000000.0;-2542040000000.0;217381184.1;2541820000000.0;2541610000000.0;7800000023;-1.44932e+16;1.44906e+16;4.05931e+19;4.35e+32;-4.3479100000000004e+32;4.63655e+18;-4.52296e+19;-610.251701;-610.251701;-633.36979;-633.36979;23.11808905;23.11808905;0.284653256;-0.000202507;24953.88732;0.28972095;-2830;cis-[Pt(NH3)2BrI];103;sq-pl;neutral;hal-org;https://doi.org/10.1002/ejic.202000474;4.01;[H]N([H])[H].[H]N([H])[H].I[Pt]Br
1858098.562;-10166400000000.0;-2542040000000.0;217379984.7;2541820000000.0;2541610000000.0;7800000026;-1.44932e+16;1.44906e+16;4.05931e+19;4.35e+32;-4.3478999999999995e+32;4.63654e+18;-4.52296e+19;-610.2527161;-610.2527161;-636.4554932;-636.4554932;26.20277717;26.20277717;0.165593568;-0.000160435;24953.91296;0.406347392;-3309;cis-[Pt(NH3)2I2];104;sq-pl;neutral;hal-org;https://doi.org/10.1002/ejic.202000474;4.0;[H]N([H])[H].[H]N([H])[H].I[Pt]I
1858102.786;-10166400000000.0;-2542050000000.0;217385200.5;2541830000000.0;2541610000000.0;7800000013;-1.44932e+16;1.44907e+16;4.05932e+19;4.35e+32;-4.34796e+32;4.63655e+18;-4.52297e+19;-610.2499257;-610.2499257;-622.8851059;-622.8851059;12.63518026;12.63518026;0.56460789;2.06e-05;24953.87756;0.001045995;-2174;trans-[Pt(NH3)2Cl2];105;sq-pl;neutral;hal-org;https://doi.org/10.1002/ejic.202000474;0.000937;[H]N([H])[H].[H]N([H])[H].Cl[Pt]Cl
1858102.563;-10166400000000.0;-2542050000000.0;217384307.4;2541830000000.0;2541610000000.0;7800000016;-1.44932e+16;1.44907e+16;4.05931e+19;4.35e+32;-4.34796e+32;4.63655e+18;-4.52297e+19;-610.248804;-610.248804;-626.5575135;-626.5575135;16.30870947;16.30870947;0.49955119;0.000222644;24953.88644;0.140945225;-2293;trans-[Pt(NH3)2ClBr];106;sq-pl;neutral;hal-org;https://doi.org/10.1002/ejic.202000474;0.112;[H]N([H])[H].[H]N([H])[H].Cl[Pt]Br
1858102.379;-10166400000000.0;-2542050000000.0;217383348.7;2541830000000.0;2541610000000.0;7800000020;-1.44932e+16;1.44907e+16;4.05931e+19;4.35e+32;-4.34796e+32;4.63655e+18;-4.52297e+19;-610.247786;-610.247786;-630.2165637;-630.2165637;19.96877763;19.96877763;0.435721328;-0.000317445;24953.8918;0.000853485;-2557;trans-[Pt(NH3)2Br2];107;sq-pl;neutral;hal-org;https://doi.org/10.1002/ejic.202000474;0.000971;[H]N([H])[H].[H]N([H])[H].Br[Pt]Br
1858102.087;-10166400000000.0;-2542050000000.0;217382444.5;2541830000000.0;2541610000000.0;7800000023;-1.44932e+16;1.44907e+16;4.05931e+19;4.35e+32;-4.34796e+32;4.63655e+18;-4.52297e+19;-610.2468643;-610.2468643;-633.2647156;-633.2647156;23.01785123;23.01785123;0.331029248;-0.000104102;24953.91084;0.24285305;-2999;trans-[Pt(NH3)2BrI];108;sq-pl;neutral;hal-org;https://doi.org/10.1002/ejic.202000474;0.0827;[H]N([H])[H].[H]N([H])[H].Br[Pt]I
1858101.883;-10166400000000.0;-2542050000000.0;217381488.4;2541830000000.0;2541610000000.0;7800000026;-1.44932e+16;1.44907e+16;4.05931e+19;4.35e+32;-4.34796e+32;4.63655e+18;-4.52297e+19;-610.2460246;-610.2460246;-636.2853001;-636.2853001;26.03927547;26.03927547;0.231258936;-4.64e-05;24953.92675;0.001425708;-3372;trans-[Pt(NH3)2I2];109;sq-pl;neutral;hal-org;https://doi.org/10.1002/ejic.202000474;0.00522;[H]N([H])[H].[H]N([H])[H].I[Pt]I
1858097.748;-10166400000000.0;-2542040000000.0;217382329.0;2541820000000.0;2541600000000.0;7800000014;-1.44932e+16;1.44906e+16;4.0593e+19;4.35e+32;-4.34794e+32;4.63654e+18;-4.52296e+19;-610.4109402;-610.4109402;-624.433645;-624.433645;14.02270483;14.02270483;0.520728895;-0.00037852;24953.80335;0.03682925;-1884;[Pt(NH3)Cl3];110;sq-pl;anion;hal-org;https://doi.org/10.1002/ejic.202000474;4.75;Cl[Pt](Cl)Cl.[H]N([H])[H]
1858106.422;-10166500000000.0;-2542050000000.0;217381287.0;2541830000000.0;2541620000000.0;7800000023;-1.44932e+16;1.44907e+16;4.05932e+19;4.34e+32;-4.34489e+32;4.63656e+18;-4.52298e+19;-610.358588;-610.358588;-633.6244676;-633.6244676;23.26587963;23.26587963;0.439828563;-0.000291408;24953.9391;0.284796481;-2534;[Pt(NH3)Br3];111;sq-pl;anion;hal-org;https://doi.org/10.1002/ejic.202000474;2.97;Br[Pt](Br)Br.[H]N([H])[H]
1858096.71;-10166400000000.0;-2542040000000.0;217378862.7;2541820000000.0;2541600000000.0;7800000027;-1.44932e+16;1.44906e+16;4.0593e+19;4.35e+32;-4.34795e+32;4.63654e+18;-4.52296e+19;-610.3996451;-610.3996451;-637.7639635;-637.7639635;27.36431836;27.36431836;0.217190601;-0.000324344;24953.85878;0.083873922;-3298;trans-[Pt(NH3)ClI2];112;sq-pl;anion;hal-org;https://doi.org/10.1002/ejic.202000474;4.49;Cl[Pt](I)I.[H]N([H])[H]
1858095.591;-10166400000000.0;-2542040000000.0;217376855.0;2541820000000.0;2541600000000.0;7800000034;-1.44931e+16;1.44906e+16;4.0593e+19;4.35e+32;-4.34793e+32;4.63654e+18;-4.52295e+19;-610.3964282;-610.3964282;-644.529925;-644.529925;34.13349681;34.13349681;0.034753522;-6.2e-05;24953.89466;0.314480952;-4250;[Pt(NH3)I3];113;sq-pl;anion;hal-org;https://doi.org/10.1002/ejic.202000474;4.73;I[Pt](I)I.[H]N([H])[H]
