Rho at Nucleus,DelSqRho,V,G,L,Vnuc,Ven,Vrep,DelSqVen,DelSqVrep,DelSqK,ESP,ESPe,q(A),L(A),K(A),|Mu_Intra(A)|,Brutto,Complex,Geometry,Charge_class,Ligand,Molecular dipole,Shift,Smiles,Source_doi
1858098.58,-10166400000000.00,-2542040000000.00,217393574.20,2541610000000.00,7800000042.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434794000000000000000000000000000.00,-45229600000000000000.00,-610.4360278,-652.616793,0.550291392,0.000101614,24953.67465,0.348042375,mer-[PtCl3I3] 2-,56,oct,anion,hal,0.239,-2849,[Pt-2]([I])([Cl])([Cl])([I])([I])[Cl],https://doi.org/10.1002/ejic.201600573
1858098.532,-10166400000000.00,-2542040000000.00,217391524.40,2541610000000.00,7800000050.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229600000000000000.00,-610.4337682,-660.3362379,0.436272436,-0.000225529,24953.69508,0.004162684,trans-[PtBr4I2] 2-,57,oct,anion,hal,0.00408,-3132,[Pt-2]([I])([Br])([Br])([I])([Br])[Br],https://doi.org/10.1002/ejic.201600573
1858098.434,-10166400000000.00,-2542040000000.00,217391577.20,2541610000000.00,7800000050.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229600000000000000.00,-610.433853,-660.3835858,0.4288358,0.000311958,24953.69819,0.299918887,cis-[PtBr4I2] 2-,58,oct,anion,hal,0.118,-3252,[Pt-2]([Br])([Br])([Br])([Br])([I])[I],https://doi.org/10.1002/ejic.201600573
1858098.354,-10166400000000.00,-2542040000000.00,217390511.50,2541610000000.00,7800000053.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229600000000000000.00,-610.433224,-663.2553602,0.339000517,0.000492041,24953.71951,0.213843289,mer-[PtBr3I3] 2-,59,oct,anion,hal,0.0757,-3898,[Pt-2]([I])([Br])([Br])([I])([I])[Br],https://doi.org/10.1002/ejic.201600573
1858098.219,-10166400000000.00,-2542040000000.00,217391621.10,2541610000000.00,7800000049.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434792000000000000000000000000000.00,-45229600000000000000.00,-610.4342277,-659.1441891,0.37659231,-9.28E-05,24953.71603,0.504505378,cis-[PtCl2I4] 2-,60,oct,anion,hal,0.302,-3932,[Pt-2]([I])([Cl])([Cl])([I])([I])[I],https://doi.org/10.1002/ejic.201600573
1858098.544,-10166400000000.00,-2542040000000.00,217391450.60,2541610000000.00,7800000049.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229600000000000000.00,-610.4343691,-659.0042741,0.392972662,-0.000314744,24953.71128,0.003555665,trans-[PtCl2I4] 2-,61,oct,anion,hal,0.00367,-3932,[Pt-2]([Cl])([I])([I])([Cl])([I])[I],https://doi.org/10.1002/ejic.201600573
1858098.252,-10166400000000.00,-2542040000000.00,217390560.30,2541610000000.00,7800000053.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229600000000000000.00,-610.4333162,-663.3041699,0.330487609,0.000458959,24953.72269,0.371177759,fac-[PtBr3I3] 2-,62,oct,anion,hal,0.127,-4014,[Pt-2]([I])([I])([Br])([Br])([Br])[I],https://doi.org/10.1002/ejic.201600573
1858098.255,-10166400000000.00,-2542040000000.00,217389477.90,2541610000000.00,7800000056.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229600000000000000.00,-610.4326952,-666.133626,0.246914664,0.000218074,24953.74102,0.004733743,trans-[PtBr2I4] 2-,63,oct,anion,hal,0.00472,-4603,[Pt-2]([I])([I])([Br])([I])([I])[Br],https://doi.org/10.1002/ejic.201600573
1858098.154,-10166400000000.00,-2542040000000.00,217389524.60,2541610000000.00,7800000056.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229600000000000000.00,-610.4327811,-666.1812269,0.238284238,-7.68E-05,24953.74409,0.305956877,cis-[PtBr2I4] 2-,64,oct,anion,hal,0.0949,-4719,[Pt-2]([I])([I])([Br])([Br])([I])[I],https://doi.org/10.1002/ejic.201600573
1858098.075,-10166400000000.00,-2542040000000.00,217389524.00,2541600000000.00,7800000055.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434793000000000000000000000000000.00,-45229600000000000000.00,-610.4329068,-665.5304053,0.215765127,-6.71E-05,24953.75072,0.368331658,[PtClI5] 2-,65,oct,anion,hal,0.197,-5081,[Pt-2]([I])([I])([I])([I])([I])[Cl],https://doi.org/10.1002/ejic.201600573
1858098.014,-10166400000000.00,-2542040000000.00,217388494.90,2541600000000.00,7800000059.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229600000000000000.00,-610.4323054,-669.0549392,0.145806731,0.000224603,24953.7648,0.221972332,[PtBrI5] 2-,66,oct,anion,hal,0.064,-5483,[Pt-2]([I])([I])([I])([I])([I])[Br],https://doi.org/10.1002/ejic.201600573
1858097.845,-10166400000000.00,-2542040000000.00,217387487.90,2541600000000.00,7800000062.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229600000000000000.00,-610.4318727,-671.9305446,0.050477529,-0.000238935,24953.78497,0.001175309,[PtI6] 2-,67,oct,anion,hal,0.0014,-6293,[Pt-2]([I])([I])([I])([I])([I])[I],https://doi.org/10.1002/ejic.201600573
1858104.125,-10166500000000.00,-2542050000000.00,217386377.50,2541610000000.00,7800000016.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434771000000000000000000000000000.00,-45229700000000000000.00,-610.2466072,-626.0477205,0.754042962,-0.00034724,24953.7884,0.351815532,cis-Pt(NH 3) 2(Ac)2,199,sq-pl,neutral,org,1.87,-1565,CC(O[Pt]OC(C)=O)=O.N.N,https://doi.org/10.1002/jcc.24461
1858105.858,-10166500000000.00,-2542050000000.00,217387382.20,2541620000000.00,7800000018.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434781000000000000000000000000000.00,-45229800000000000000.00,-610.2357412,-628.4224635,0.725372232,-0.000159691,24953.85755,0.433558166,cis-Pt(NH 3) 2(bumal) 2,201,sq-pl,neutral,org,5.02,-1686,O=C1C(CCCC)C(O[Pt]O1)=O.[H]N([H])[H].[H]N([H])[H],https://doi.org/10.1002/jcc.24461
1858107.046,-10166500000000.00,-2542050000000.00,217387307.80,2541620000000.00,7800000022.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434789000000000000000000000000000.00,-45229800000000000000.00,-610.2436293,-632.4034387,0.728714832,5.59E-05,24953.87077,0.393368832,cis-Pt(EtNH 2) 2(CBDCA) 2,205,sq-pl,neutral,org,5.2,-1860,O=C(C1(C(O)=C)CCC1)O[Pt]OC(C2(C(O)=O)CCC2)=O.NCC.CCN,https://doi.org/10.1002/jcc.24461
1858121.481,-10166600000000.00,-2542070000000.00,217367857.30,2541640000000.00,7800000015.00,-14493300000000000.00,14490800000000000.00,435000000000000000000000000000000.00,-434721000000000000000000000000000.00,-45230200000000000000.00,-610.2938314,-624.8754792,0.114849296,0.000248852,24954.00757,0.26526349,cis-Pt(Me 2 NH) 2 (Ox),208,sq-pl,neutral,org,2.36,-1887,O=C1O[Pt]OC1=O.CN(C)[H].CN(C)[H],https://doi.org/10.1002/jcc.24461
1858108.082,-10166500000000.00,-2542050000000.00,217386521.10,2541620000000.00,7800000020.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434791000000000000000000000000000.00,-45229800000000000000.00,-610.2418553,-630.0380197,0.717142493,2.58E-05,24953.86957,0.365645174,cis-Pt(Me 2 NH) 2 (Mal),209,sq-pl,neutral,org,5.2,-1882,O=C(C1)O[Pt]OC1=O.CN(C)[H].CN(C)[H],https://doi.org/10.1002/jcc.24461
1858109.13,-10166500000000.00,-2542060000000.00,217387323.10,2541620000000.00,7800000019.00,-14493300000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434783000000000000000000000000000.00,-45229900000000000000.00,-610.2428453,-628.7090606,0.703375075,-0.000150798,24953.92233,0.348451907,cis-Pt(Me 2 en) 2(Ox),338,sq-pl,neutral,org,6.43,-1988,O=C(C(O[H])=O)O[Pt]OC(C(O[H])=O)=O.CN([H])CCN([H])C,https://doi.org/10.1002/jcc.24461
1858109.705,-10166500000000.00,-2542060000000.00,217386683.10,2541620000000.00,7800000021.00,-14493300000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434785000000000000000000000000000.00,-45229900000000000000.00,-610.2462218,-631.4578761,0.711416631,2.88E-05,24953.93554,0.316791391,cis-Pt(Me 4 en) 2(Ox),339,sq-pl,neutral,org,6.24,-1970,O=C(C(O[H])=O)O[Pt]OC(C(O[H])=O)=O.CN(C)CCN(C)C,https://doi.org/10.1002/jcc.24461
1858108.023,-10166500000000.00,-2542050000000.00,217387228.20,2541620000000.00,7800000020.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434793000000000000000000000000000.00,-45229800000000000000.00,-610.2423905,-629.8584436,0.721875812,-0.000272492,24953.89128,0.340216943,cis-Pt(Me 2 en) 2(Mal),340,sq-pl,neutral,org,5.95,-1974,O=C(CC(O[H])=O)O[Pt]OC(CC(O[H])=O)=O.CN([H])CCN([H])C,https://doi.org/10.1002/jcc.24461
1858108.585,-10166500000000.00,-2542050000000.00,217386542.50,2541620000000.00,7800000022.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229900000000000000.00,-610.2456004,-632.6031749,0.728488779,2.77E-05,24953.90262,0.304963526,cis-Pt(Me 4 en) 2(Mal),341,sq-pl,neutral,org,5.75,-1976,O=C(CC(O[H])=O)O[Pt]OC(CC(O[H])=O)=O.CN(C)CCN(C)C,https://doi.org/10.1002/jcc.24461
1858107.619,-10166500000000.00,-2542050000000.00,217386639.10,2541620000000.00,7800000025.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434792000000000000000000000000000.00,-45229800000000000000.00,-610.2448606,-635.6648799,0.738406998,0.000150593,24953.86854,0.346705848,cis-Pt(Me 2 NH) 2 (benzmal),342,sq-pl,neutral,org,4.67,-1835,O=C1C(CC2=CC=CC=C2)C(O[Pt]O1)=O.CN([H])C.CN([H])C,https://doi.org/10.1002/jcc.24461
1858107.494,-10166500000000.00,-2542050000000.00,217387136.90,2541620000000.00,7800000026.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229800000000000000.00,-610.2472356,-636.1407383,0.745643324,2.09E-05,24953.89669,0.312579612,cis-Pt(Me 2 en) 2(benzmal),343,sq-pl,neutral,org,5.31,-1926,O=C1C(CC2=CC=CC=C2)C(O[Pt]O1)=O.[H]N([H])CCN([H])C.[H]N([H])CCN([H])C,https://doi.org/10.1002/jcc.24461
1858108.025,-10166500000000.00,-2542050000000.00,217386681.30,2541620000000.00,7800000028.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434796000000000000000000000000000.00,-45229800000000000000.00,-610.2481247,-638.1258948,0.748224677,-0.000165601,24953.90166,0.273783304,cis-Pt(Me 4 en) 2(benzmal),344,sq-pl,neutral,org,5.19,-1930,O=C1C(CC2=CC=CC=C2)C(O[Pt]O1)=O.CN(C)CCN(C)C.CN(C)CCN(C)C,https://doi.org/10.1002/jcc.24461
1858106.982,-10166500000000.00,-2542050000000.00,217387459.80,2541620000000.00,7800000023.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434791000000000000000000000000000.00,-45229800000000000000.00,-610.2422567,-633.087503,0.72856038,-8.14E-05,24953.86909,0.376999239,cis-Pt(EtNH 2) 2(bumal) 2,345,sq-pl,neutral,org,5.17,-1827,O=C1C(CCCC)C(O[Pt]O1)=O.[H]N(CC)[H].[H]N(CC)[H],https://doi.org/10.1002/jcc.24461
1858107.926,-10166500000000.00,-2542050000000.00,217386653.90,2541620000000.00,7800000023.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434791000000000000000000000000000.00,-45229800000000000000.00,-610.242904,-633.3894371,0.721553783,3.77E-05,24953.87208,0.37397935,cis-Pt(Me 2 NH) 2 (bumal) 2,346,sq-pl,neutral,org,5.06,-1826,O=C1C(CCCC)C(O[Pt]O1)=O.[H]N(C)C.CN(C)[H],https://doi.org/10.1002/jcc.24461
1858107.844,-10166500000000.00,-2542050000000.00,217387355.90,2541620000000.00,7800000023.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434793000000000000000000000000000.00,-45229800000000000000.00,-610.2432172,-633.447944,0.727082496,-0.000465054,24953.89383,0.342138175,cis-Pt(Me 2 en) 2(bumal) 2,347,sq-pl,neutral,org,5.77,-1923,CCCCC1C(O[Pt]OC1=O)=O.[H]N(CCN(C)[H])C,https://doi.org/10.1002/jcc.24461
1858108.353,-10166500000000.00,-2542050000000.00,217386664.50,2541620000000.00,7800000026.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229900000000000000.00,-610.2463822,-635.9620857,0.732671522,-0.00018099,24953.90404,0.30680462,cis-Pt(Me 4 en) 2(bumal) 2,348,sq-pl,neutral,org,5.6,-1922,O=C(O[Pt]OC1=O)C1CCCC.CN(C)CCN(C)C,https://doi.org/10.1002/jcc.24461
1858097.724,-10166400000000.00,-2542040000000.00,217381456.50,2541600000000.00,7800000016.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434736000000000000000000000000000.00,-45229600000000000000.00,-610.5464659,-626.789872,0.59087655,-8.75E-05,24953.73676,0.072908177,[Pt(NO 2)Cl 3 ]2-,370,sq-pl,anion,hal-inorg,2.2,-1671,[Pt-2]([N+](=O)[O-])([Cl])([Cl])[Cl],https://doi.org/10.1002/jcc.24461
1858097.888,-10166400000000.00,-2542040000000.00,217380370.70,2541600000000.00,7800000020.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434720000000000000000000000000000.00,-45229600000000000000.00,-610.5415502,-630.3056449,0.533552512,-0.000199971,24953.74983,0.197350103,trans-[Pt(NO2 )Cl 2Br] 2-,371,sq-pl,anion,hal-inorg,2.6,-1828,[Pt-2]([N+](=O)[O-])([Cl])([Cl])[Br],https://doi.org/10.1002/jcc.24461
1858097.194,-10166400000000.00,-2542040000000.00,217380582.10,2541600000000.00,7800000020.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434737000000000000000000000000000.00,-45229600000000000000.00,-610.54226,-630.3870154,0.533146476,-3.05E-05,24953.74876,0.155702171,cis-[Pt(NO 2 )Cl 2Br]2-,372,sq-pl,anion,hal-inorg,2.22,-1878,[Pt-2](Br)([N+](=O)[O-])([Cl])[Cl],https://doi.org/10.1002/jcc.24461
1858097.207,-10166400000000.00,-2542040000000.00,217379430.40,2541600000000.00,7800000023.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434724000000000000000000000000000.00,-45229600000000000000.00,-610.5376132,-633.9078386,0.474546317,2.99E-05,24953.75849,0.24255766,cis-[Pt(NO 2 )ClBr 2 ]2-,373,sq-pl,anion,hal-inorg,2.59,-2057,[Pt-2](Br)(Br)([N+](=O)[O-])[Cl],https://doi.org/10.1002/jcc.24461
1858096.484,-10166400000000.00,-2542040000000.00,217379584.50,2541600000000.00,7800000023.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434745000000000000000000000000000.00,-45229600000000000000.00,-610.5383049,-633.9724637,0.475300834,0.000468444,24953.75637,0.073150775,trans-[Pt(NO2 )ClBr 2 ]2-,374,sq-pl,anion,hal-inorg,2.19,-2104,[Pt-2](Br)(Br)(Cl)[N+](=O)[O-],https://doi.org/10.1002/jcc.24461
1858096.636,-10166400000000.00,-2542040000000.00,217378504.60,2541600000000.00,7800000027.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434731000000000000000000000000000.00,-45229600000000000000.00,-610.5340488,-637.5080059,0.415241318,0.000129189,24953.76893,0.202322966,[Pt(NO 2)Br 3] 2-,375,sq-pl,anion,hal-inorg,2.56,-2303,[Pt-2](Br)(Br)([N+](=O)[O-])[Br],https://doi.org/10.1002/jcc.24461
1858104.413,-10166500000000.00,-2542050000000.00,217384100.50,2541610000000.00,7800000017.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434702000000000000000000000000000.00,-45229800000000000000.00,-610.5297706,-627.7028014,0.655582048,0.000167577,24953.7921,0.086435954,trans-[Pt(NO2 )2 Cl2 ]2-,376,sq-pl,anion,hal-inorg,2.19,-1797,[Pt-2]([N+](=O)[O-])(Cl)(Cl)[N+](=O)[O-],https://doi.org/10.1002/jcc.24461
1858099.066,-10166400000000.00,-2542040000000.00,217382848.90,2541610000000.00,7800000021.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434794000000000000000000000000000.00,-45229600000000000000.00,-610.5293132,-631.2957316,0.59253151,9.57E-05,24953.78269,0.138540638,trans-[Pt(NO2 )2 ClBr]2-,377,sq-pl,anion,hal-inorg,0.252,-1994,[Pt-2]([N+](=O)[O-])(Cl)([N+](=O)[O-])[Br],https://doi.org/10.1002/jcc.24461
1858098.31,-10166400000000.00,-2542040000000.00,217381875.00,2541610000000.00,7800000024.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434795000000000000000000000000000.00,-45229600000000000000.00,-610.5257185,-634.8845603,0.534451843,-0.000167269,24953.79071,0.000959322,trans-[Pt(NO2 )2 Br2 ]2-,378,sq-pl,anion,hal-inorg,0.000752,-2209,[Pt-2]([N+](=O)[O-])([N+](=O)[O-])([Br])[Br],https://doi.org/10.1002/jcc.24461
1858104.28,-10166500000000.00,-2542050000000.00,217383984.10,2541610000000.00,7800000017.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434702000000000000000000000000000.00,-45229700000000000000.00,-610.5297195,-627.6920507,0.65474931,0.000288936,24953.78831,0.083434017,cis-[Pt(NO 2 )2Cl 2 ]2-,379,sq-pl,anion,hal-inorg,2.19,-1797,[Pt-2]([N+](=O)[O-])([N+](=O)[O-])([Cl])[Cl],https://doi.org/10.1002/jcc.24461
1858103.913,-10166500000000.00,-2542050000000.00,217382818.60,2541610000000.00,7800000021.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434692000000000000000000000000000.00,-45229700000000000000.00,-610.5258163,-631.2311016,0.595259993,0.000324005,24953.79822,0.197135162,cis-[Pt(NO 2 )2ClBr]2-,380,sq-pl,anion,hal-inorg,2.44,-1949,[Pt-2]([N+](=O)[O-])(Br)([N+](=O)[O-])[Cl],https://doi.org/10.1002/jcc.24461
1858103.668,-10166500000000.00,-2542050000000.00,217381713.40,2541610000000.00,7800000024.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434682000000000000000000000000000.00,-45229700000000000000.00,-610.5222553,-634.7848481,0.534614486,-0.000224414,24953.80977,0.266025197,cis-[Pt(NO 2 )2Br 2] 2-,381,sq-pl,anion,hal-inorg,2.65,-2120,[Pt-2]([N+](=O)[O-])(Br)(Br)[N+](=O)[O-],https://doi.org/10.1002/jcc.24461
1858109.583,-10166500000000.00,-2542060000000.00,217386904.70,2541620000000.00,7800000018.00,-14493300000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434747000000000000000000000000000.00,-45229900000000000000.00,-610.5112344,-628.5908693,0.714654436,-0.000105387,24953.82402,0.025994107,[Pt(NO 2)3 Cl] 2-,382,sq-pl,anion,hal-inorg,1.06,-1949,[Pt-2]([N+](=O)[O-])([N+](=O)[O-])(Cl)[N+](=O)[O-],https://doi.org/10.1002/jcc.24461
1858113.846,-10166500000000.00,-2542060000000.00,217388714.30,2541630000000.00,7800000019.00,-14493300000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434799000000000000000000000000000.00,-45230000000000000000.00,-610.4972311,-629.4561267,0.766959645,0.000371963,24953.86493,0.001259798,[Pt(NO2)4] 2-,384,sq-pl,anion,inorg,0.00349,-2187,[Pt-2]([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],https://doi.org/10.1002/jcc.24461
1858104.8,-10166500000000.00,-2542050000000.00,217386409.70,2541610000000.00,7800000010.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434797000000000000000000000000000.00,-45229800000000000000.00,-609.9110132,-619.4365935,0.698052261,-0.000139972,24953.79631,0.000869209,[Pt(NH3)4] 2+ ,531,sq-pl,cation,org,0.000614,-2580,[H]N([H])[H].[H]N([H])[H].[H]N([H])[H].[H]N([H])[H].[Pt+2],https://doi.org/10.1002/ejic.202000474
1858103.929,-10166500000000.00,-2542050000000.00,217386005.70,2541610000000.00,7800000011.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434777000000000000000000000000000.00,-45229700000000000000.00,-610.084305,-621.2031121,0.607664317,-1.82E-05,24953.84815,0.120865602,[Pt(NH3)3Cl]+ ,532,sq-pl,cation,hal-org,1.97,-2353,[H]N([H])[H].[H]N([H])[H].[H]N([H])[H].[Pt+]Cl,https://doi.org/10.1002/ejic.202000474
1858103.3,-10166400000000.00,-2542050000000.00,217384720.40,2541610000000.00,7800000015.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434779000000000000000000000000000.00,-45229700000000000000.00,-610.0872115,-624.9268842,0.529284894,-0.000290963,24953.85882,0.028991359,[Pt(NH3)3Br]+ ,533,sq-pl,cation,hal-org,1.88,-2492,[H]N([H])[H].[H]N([H])[H].[H]N([H])[H].[Pt+]Br,https://doi.org/10.1002/ejic.202000474
1858102.62,-10166400000000.00,-2542050000000.00,217383297.90,2541610000000.00,7800000018.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434775000000000000000000000000000.00,-45229700000000000000.00,-610.0910095,-628.0058565,0.397830449,8.13E-05,24953.88539,0.307221507,[Pt(NH3)3I]+ ,534,sq-pl,cation,hal-org,1.75,-2819,[H]N([H])[H].[H]N([H])[H].[H]N([H])[H].[Pt+]I,https://doi.org/10.1002/ejic.202000474
1858101.649,-10166400000000.00,-2542040000000.00,217384897.10,2541610000000.00,7800000013.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434793000000000000000000000000000.00,-45229700000000000000.00,-610.2487126,-622.8754868,0.551100476,-0.000164875,24953.83407,0.146707584,cis-[Pt(NH3)2Cl2] ,535,sq-pl,neutral,hal-org,3.97,-2101,[H]N([H])[H].[H]N([H])[H].Cl[Pt]Cl,https://doi.org/10.1002/ejic.202000474
1858100.944,-10166400000000.00,-2542040000000.00,217383651.50,2541610000000.00,7800000016.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434792000000000000000000000000000.00,-45229700000000000000.00,-610.2497773,-626.5780503,0.477976594,0.000447343,24953.84799,0.113876097,cis-[Pt(NH3)2ClBr] ,536,sq-pl,neutral,hal-org,4,-2254,[H]N([H])[H].[H]N([H])[H].Br[Pt]Cl,https://doi.org/10.1002/ejic.202000474
1858100.523,-10166400000000.00,-2542040000000.00,217382663.60,2541610000000.00,7800000020.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434794000000000000000000000000000.00,-45229700000000000000.00,-610.2493473,-630.2904744,0.413147992,0.000130504,24953.85454,0.059611752,cis-[Pt(NH3)2Br2],537,sq-pl,neutral,hal-org,3.96,-2428,[H]N([H])[H].[H]N([H])[H].Br[Pt]Br,https://doi.org/10.1002/ejic.202000474
1858100.206,-10166400000000.00,-2542040000000.00,217382454.00,2541610000000.00,7800000019.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434791000000000000000000000000000.00,-45229600000000000000.00,-610.2504985,-629.6580596,0.36111887,-1.55E-05,24953.87363,0.309575874,cis-[Pt(NH3)2ClI] ,538,sq-pl,neutral,hal-org,4,-2615,[H]N([H])[H].[H]N([H])[H].I[Pt]Cl,https://doi.org/10.1002/ejic.202000474
1858099.417,-10166400000000.00,-2542040000000.00,217381184.10,2541610000000.00,7800000023.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434791000000000000000000000000000.00,-45229600000000000000.00,-610.251701,-633.36979,0.284653256,-0.000202507,24953.88732,0.28972095,cis-[Pt(NH3)2BrI] ,539,sq-pl,neutral,hal-org,4.01,-2830,[H]N([H])[H].[H]N([H])[H].I[Pt]Br,https://doi.org/10.1002/ejic.202000474
1858098.562,-10166400000000.00,-2542040000000.00,217379984.70,2541610000000.00,7800000026.00,-14493200000000000.00,14490600000000000.00,435000000000000000000000000000000.00,-434790000000000000000000000000000.00,-45229600000000000000.00,-610.2527161,-636.4554932,0.165593568,-0.000160435,24953.91296,0.406347392,cis-[Pt(NH3)2I2] ,540,sq-pl,neutral,hal-org,4,-3309,[H]N([H])[H].[H]N([H])[H].I[Pt]I,https://doi.org/10.1002/ejic.202000474
1858102.786,-10166400000000.00,-2542050000000.00,217385200.50,2541610000000.00,7800000013.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434796000000000000000000000000000.00,-45229700000000000000.00,-610.2499257,-622.8851059,0.56460789,2.06E-05,24953.87756,0.001045995,trans-[Pt(NH3)2Cl2] ,541,sq-pl,neutral,hal-org,0.000937,-2104,[H]N([H])[H].[H]N([H])[H].Cl[Pt]Cl,https://doi.org/10.1002/ejic.202000474
1858102.563,-10166400000000.00,-2542050000000.00,217384307.40,2541610000000.00,7800000016.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434796000000000000000000000000000.00,-45229700000000000000.00,-610.248804,-626.5575135,0.49955119,0.000222644,24953.88644,0.140945225,trans-[Pt(NH3)2ClBr] ,542,sq-pl,neutral,hal-org,0.112,-2293,[H]N([H])[H].[H]N([H])[H].Cl[Pt]Br,https://doi.org/10.1002/ejic.202000474
1858102.379,-10166400000000.00,-2542050000000.00,217383348.70,2541610000000.00,7800000020.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434796000000000000000000000000000.00,-45229700000000000000.00,-610.247786,-630.2165637,0.435721328,-0.000317445,24953.8918,0.000853485,trans-[Pt(NH3)2Br2],543,sq-pl,neutral,hal-org,0.000971,-2557,[H]N([H])[H].[H]N([H])[H].Br[Pt]Br,https://doi.org/10.1002/ejic.202000474
1858102.087,-10166400000000.00,-2542050000000.00,217382444.50,2541610000000.00,7800000023.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434796000000000000000000000000000.00,-45229700000000000000.00,-610.2468643,-633.2647156,0.331029248,-0.000104102,24953.91084,0.24285305,trans-[Pt(NH3)2BrI] ,544,sq-pl,neutral,hal-org,0.0827,-2999,[H]N([H])[H].[H]N([H])[H].Br[Pt]I,https://doi.org/10.1002/ejic.202000474
1858101.883,-10166400000000.00,-2542050000000.00,217381488.40,2541610000000.00,7800000026.00,-14493200000000000.00,14490700000000000.00,435000000000000000000000000000000.00,-434796000000000000000000000000000.00,-45229700000000000000.00,-610.2460246,-636.2853001,0.231258936,-4.64E-05,24953.92675,0.001425708,trans-[Pt(NH3)2I2],545,sq-pl,neutral,hal-org,0.00522,-3372,[H]N([H])[H].[H]N([H])[H].I[Pt]I,https://doi.org/10.1002/ejic.202000474
