Rho at Nucleus,DelSqRho,V,G,K,L,Vnuc,Ven,Vrep,DelSqV,DelSqVen,DelSqVrep,DelSqG,DelSqK,ESP,ESP at Nucleus,ESPe,ESPe at Nucleus,ESPn,ESPn at Nucleus,q(A),L(A),K(A),K_Scaled(A),|Mu_Intra(A)|,Shift,Brutto,Complex,Geometry,Charge_class,Ligand,Source_doi,Molecular dipole,Smiles
1858098.704,-1.01664E+13,-2.54204E+12,217394674.2,2.54182E+12,2.54161E+12,7800000041,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.4363188,-610.4363188,-651.0003501,-651.0003501,40.56403136,40.56403136,0.688624762,2.42E-05,24953.63175,-24953.63175,0.14310117,-1547,[PtClBr5] 2-,50,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,1.51E-01,[Pt-2]([Br])([Br])([Br])([Br])([Cl])[Br]
1858098.493,-1.01664E+13,-2.54204E+12,217395713.4,2.54182E+12,2.54161E+12,7800000036,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34793E+32,4.63654E+18,-4.52296E+19,-610.4380105,-610.4380105,-646.2328532,-646.2328532,35.79484269,35.79484269,0.703020262,7.69E-05,24953.63515,-24953.63515,0.483071436,-1806,cis-[PtCl4I2] 2-,51,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,3.76E-01,[Pt-2]([Cl])([Cl])([Cl])([Cl])([I])[I]
1858098.842,-1.01664E+13,-2.54204E+12,217395560.3,2.54182E+12,2.54161E+12,7800000036,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.4383195,-610.4383195,-646.1002601,-646.1002601,35.66194065,35.66194065,0.718501331,0.000293906,24953.63252,-24953.63252,0.000616267,-1884,trans-[PtCl4I2] 2-,52,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,5.94E-04,[Pt-2]([Cl])([Cl])([I])([Cl])([Cl])[I]
1858098.636,-1.01664E+13,-2.54204E+12,217393589.3,2.54182E+12,2.54161E+12,7800000044,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.4352062,-610.4352062,-654.5349899,-654.5349899,44.09978371,44.09978371,0.619743871,-0.000352602,24953.64563,-24953.64563,0.003666625,-1891,[PtBr6] 2-,53,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,3.62E-03,[Pt-2]([Br])([Br])([Br])([Br])([Br])[Br]
1858098.574,-1.01664E+13,-2.54204E+12,217392599.1,2.54182E+12,2.54161E+12,7800000047,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.434497,-610.434497,-657.4650377,-657.4650377,47.0305407,47.0305407,0.525713465,0.0002214,24953.67316,-24953.67316,0.208910402,-2545,[PtBr5I]2-,54,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,9.12E-02,[Pt-2]([Br])([Br])([Br])([Br])([Br])[I]
1858098.227,-1.01664E+13,-2.54204E+12,217393717.4,2.54182E+12,2.54161E+12,7800000042,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34791E+32,4.63654E+18,-4.52296E+19,-610.4358114,-610.4358114,-652.7490959,-652.7490959,42.31328453,42.31328453,0.533641036,-0.000230735,24953.67751,-24953.67751,0.607997581,-2849,fac-[PtCl3I3] 2-,55,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,4.15E-01,[Pt-2]([I])([Cl])([Cl])([Cl])([I])[I]
1858098.58,-1.01664E+13,-2.54204E+12,217393574.2,2.54182E+12,2.54161E+12,7800000042,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34794E+32,4.63654E+18,-4.52296E+19,-610.4360278,-610.4360278,-652.616793,-652.616793,42.18076526,42.18076526,0.550291392,0.000101614,24953.67465,-24953.67465,0.348042375,-2849,mer-[PtCl3I3] 2-,56,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,2.39E-01,[Pt-2]([I])([Cl])([Cl])([I])([I])[Cl]
1858098.532,-1.01664E+13,-2.54204E+12,217391524.4,2.54182E+12,2.54161E+12,7800000050,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.4337682,-610.4337682,-660.3362379,-660.3362379,49.90246969,49.90246969,0.436272436,-0.000225529,24953.69508,-24953.69508,0.004162684,-3132,trans-[PtBr4I2] 2-,57,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,4.08E-03,[Pt-2]([I])([Br])([Br])([I])([Br])[Br]
1858098.434,-1.01664E+13,-2.54204E+12,217391577.2,2.54182E+12,2.54161E+12,7800000050,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.433853,-610.433853,-660.3835858,-660.3835858,49.94973279,49.94973279,0.4288358,0.000311958,24953.69819,-24953.69819,0.299918887,-3252,cis-[PtBr4I2] 2-,58,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,1.18E-01,[Pt-2]([Br])([Br])([Br])([Br])([I])[I]
1858098.354,-1.01664E+13,-2.54204E+12,217390511.5,2.54182E+12,2.54161E+12,7800000053,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.433224,-610.433224,-663.2553602,-663.2553602,52.8221362,52.8221362,0.339000517,0.000492041,24953.71951,-24953.71951,0.213843289,-3898,mer-[PtBr3I3] 2-,59,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,7.57E-02,[Pt-2]([I])([Br])([Br])([I])([I])[Br]
1858098.219,-1.01664E+13,-2.54204E+12,217391621.1,2.54182E+12,2.54161E+12,7800000049,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34792E+32,4.63654E+18,-4.52296E+19,-610.4342277,-610.4342277,-659.1441891,-659.1441891,48.70996132,48.70996132,0.37659231,-9.28E-05,24953.71603,-24953.71603,0.504505378,-3932,cis-[PtCl2I4] 2-,60,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,3.02E-01,[Pt-2]([I])([Cl])([Cl])([I])([I])[I]
1858098.544,-1.01664E+13,-2.54204E+12,217391450.6,2.54182E+12,2.54161E+12,7800000049,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.4343691,-610.4343691,-659.0042741,-659.0042741,48.56990501,48.56990501,0.392972662,-0.000314744,24953.71128,-24953.71128,0.003555665,-3932,trans-[PtCl2I4] 2-,61,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,3.67E-03,[Pt-2]([Cl])([I])([I])([Cl])([I])[I]
1858098.252,-1.01664E+13,-2.54204E+12,217390560.3,2.54182E+12,2.54161E+12,7800000053,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.4333162,-610.4333162,-663.3041699,-663.3041699,52.87085372,52.87085372,0.330487609,0.000458959,24953.72269,-24953.72269,0.371177759,-4014,fac-[PtBr3I3] 2-,62,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,1.27E-01,[Pt-2]([I])([I])([Br])([Br])([Br])[I]
1858098.255,-1.01664E+13,-2.54204E+12,217389477.9,2.54182E+12,2.54161E+12,7800000056,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.4326952,-610.4326952,-666.133626,-666.133626,55.70093082,55.70093082,0.246914664,0.000218074,24953.74102,-24953.74102,0.004733743,-4603,trans-[PtBr2I4] 2-,63,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,4.72E-03,[Pt-2]([I])([I])([Br])([I])([I])[Br]
1858098.154,-1.01664E+13,-2.54204E+12,217389524.6,2.54182E+12,2.54161E+12,7800000056,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.4327811,-610.4327811,-666.1812269,-666.1812269,55.74844577,55.74844577,0.238284238,-7.68E-05,24953.74409,-24953.74409,0.305956877,-4719,cis-[PtBr2I4] 2-,64,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,9.49E-02,[Pt-2]([I])([I])([Br])([Br])([I])[I]
1858098.075,-1.01664E+13,-2.54204E+12,217389524,2.54182E+12,2.5416E+12,7800000055,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34793E+32,4.63654E+18,-4.52296E+19,-610.4329068,-610.4329068,-665.5304053,-665.5304053,55.09749851,55.09749851,0.215765127,-6.71E-05,24953.75072,-24953.75072,0.368331658,-5081,[PtClI5] 2-,65,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,1.97E-01,[Pt-2]([I])([I])([I])([I])([I])[Cl]
1858098.014,-1.01664E+13,-2.54204E+12,217388494.9,2.54182E+12,2.5416E+12,7800000059,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.4323054,-610.4323054,-669.0549392,-669.0549392,58.62263381,58.62263381,0.145806731,0.000224603,24953.7648,-24953.7648,0.221972332,-5483,[PtBrI5] 2-,66,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,6.40E-02,[Pt-2]([I])([I])([I])([I])([I])[Br]
1858097.845,-1.01664E+13,-2.54204E+12,217387487.9,2.54182E+12,2.5416E+12,7800000062,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.4318727,-610.4318727,-671.9305446,-671.9305446,61.49867192,61.49867192,0.050477529,-0.000238935,24953.78497,-24953.78497,0.001175309,-6293,[PtI6] 2-,67,oct,anion,hal,https://doi.org/10.1002/ejic.201600573,1.40E-03,[Pt-2]([I])([I])([I])([I])([I])[I]
1858104.125,-1.01665E+13,-2.54205E+12,217386377.5,2.54183E+12,2.54161E+12,7800000016,-1.44932E+16,1.44907E+16,4.05932E+19,4.35E+32,-4.34771E+32,4.63656E+18,-4.52297E+19,-610.2466072,-610.2466072,-626.0477205,-626.0477205,15.80111329,15.80111329,0.754042962,-0.00034724,24953.7884,-24953.7884,0.351815532,-1565,cis-Pt(NH 3) 2(Ac)2,199,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,1.87E+00,CC(O[Pt]OC(C)=O)=O.N.N
1858105.858,-1.01665E+13,-2.54205E+12,217387382.2,2.54183E+12,2.54162E+12,7800000018,-1.44932E+16,1.44907E+16,4.05932E+19,4.35E+32,-4.34781E+32,4.63656E+18,-4.52298E+19,-610.2357412,-610.2357412,-628.4224635,-628.4224635,18.18672231,18.18672231,0.725372232,-0.000159691,24953.85755,-24953.85755,0.433558166,-1686,cis-Pt(NH 3) 2(bumal) 2,201,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,5.02E+00,O=C1C(CCCC)C(O[Pt]O1)=O.[H]N([H])[H].[H]N([H])[H]
1858107.046,-1.01665E+13,-2.54205E+12,217387307.8,2.54184E+12,2.54162E+12,7800000022,-1.44932E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34789E+32,4.63657E+18,-4.52298E+19,-610.2436293,-610.2436293,-632.4034387,-632.4034387,22.15980944,22.15980944,0.728714832,5.59E-05,24953.87077,-24953.87077,0.393368832,-1860,cis-Pt(EtNH 2) 2(CBDCA) 2,205,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,5.20E+00,O=C(C1(C(O)=C)CCC1)O[Pt]OC(C2(C(O)=O)CCC2)=O.NCC.CCN
1858121.481,-1.01666E+13,-2.54207E+12,217367857.3,2.54186E+12,2.54164E+12,7800000015,-1.44933E+16,1.44908E+16,4.05936E+19,4.35E+32,-4.34721E+32,4.6366E+18,-4.52302E+19,-610.2938314,-610.2938314,-624.8754792,-624.8754792,14.58164775,14.58164775,0.114849296,0.000248852,24954.00757,-24954.00757,0.26526349,-1887,cis-Pt(Me 2 NH) 2 (Ox),208,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,2.36E+00,O=C1O[Pt]OC1=O.CN(C)[H].CN(C)[H]
1858108.082,-1.01665E+13,-2.54205E+12,217386521.1,2.54184E+12,2.54162E+12,7800000020,-1.44932E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34791E+32,4.63657E+18,-4.52298E+19,-610.2418553,-610.2418553,-630.0380197,-630.0380197,19.79616445,19.79616445,0.717142493,2.58E-05,24953.86957,-24953.86957,0.365645174,-1882,cis-Pt(Me 2 NH) 2 (Mal),209,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,5.20E+00,O=C(C1)O[Pt]OC1=O.CN(C)[H].CN(C)[H]
1858109.13,-1.01665E+13,-2.54206E+12,217387323.1,2.54184E+12,2.54162E+12,7800000019,-1.44933E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34783E+32,4.63657E+18,-4.52299E+19,-610.2428453,-610.2428453,-628.7090606,-628.7090606,18.46621526,18.46621526,0.703375075,-0.000150798,24953.92233,-24953.92233,0.348451907,-1988,cis-Pt(Me 2 en) 2(Ox),338,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,6.43E+00,O=C(C(O[H])=O)O[Pt]OC(C(O[H])=O)=O.CN([H])CCN([H])C
1858109.705,-1.01665E+13,-2.54206E+12,217386683.1,2.54184E+12,2.54162E+12,7800000021,-1.44933E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34785E+32,4.63657E+18,-4.52299E+19,-610.2462218,-610.2462218,-631.4578761,-631.4578761,21.21165432,21.21165432,0.711416631,2.88E-05,24953.93554,-24953.93554,0.316791391,-1970,cis-Pt(Me 4 en) 2(Ox),339,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,6.24E+00,O=C(C(O[H])=O)O[Pt]OC(C(O[H])=O)=O.CN(C)CCN(C)C
1858108.023,-1.01665E+13,-2.54205E+12,217387228.2,2.54184E+12,2.54162E+12,7800000020,-1.44932E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34793E+32,4.63657E+18,-4.52298E+19,-610.2423905,-610.2423905,-629.8584436,-629.8584436,19.61605306,19.61605306,0.721875812,-0.000272492,24953.89128,-24953.89128,0.340216943,-1974,cis-Pt(Me 2 en) 2(Mal),340,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,5.95E+00,O=C(CC(O[H])=O)O[Pt]OC(CC(O[H])=O)=O.CN([H])CCN([H])C
1858108.585,-1.01665E+13,-2.54205E+12,217386542.5,2.54184E+12,2.54162E+12,7800000022,-1.44932E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34795E+32,4.63657E+18,-4.52299E+19,-610.2456004,-610.2456004,-632.6031749,-632.6031749,22.35757451,22.35757451,0.728488779,2.77E-05,24953.90262,-24953.90262,0.304963526,-1976,cis-Pt(Me 4 en) 2(Mal),341,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,5.75E+00,O=C(CC(O[H])=O)O[Pt]OC(CC(O[H])=O)=O.CN(C)CCN(C)C
1858107.619,-1.01665E+13,-2.54205E+12,217386639.1,2.54184E+12,2.54162E+12,7800000025,-1.44932E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34792E+32,4.63657E+18,-4.52298E+19,-610.2448606,-610.2448606,-635.6648799,-635.6648799,25.42001922,25.42001922,0.738406998,0.000150593,24953.86854,-24953.86854,0.346705848,-1835,cis-Pt(Me 2 NH) 2 (benzmal),342,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,4.67E+00,O=C1C(CC2=CC=CC=C2)C(O[Pt]O1)=O.CN([H])C.CN([H])C
1858107.494,-1.01665E+13,-2.54205E+12,217387136.9,2.54184E+12,2.54162E+12,7800000026,-1.44932E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34795E+32,4.63657E+18,-4.52298E+19,-610.2472356,-610.2472356,-636.1407383,-636.1407383,25.89350269,25.89350269,0.745643324,2.09E-05,24953.89669,-24953.89669,0.312579612,-1926,cis-Pt(Me 2 en) 2(benzmal),343,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,5.31E+00,O=C1C(CC2=CC=CC=C2)C(O[Pt]O1)=O.[H]N([H])CCN([H])C.[H]N([H])CCN([H])C
1858108.025,-1.01665E+13,-2.54205E+12,217386681.3,2.54184E+12,2.54162E+12,7800000028,-1.44932E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34796E+32,4.63657E+18,-4.52298E+19,-610.2481247,-610.2481247,-638.1258948,-638.1258948,27.87777011,27.87777011,0.748224677,-0.000165601,24953.90166,-24953.90166,0.273783304,-1930,cis-Pt(Me 4 en) 2(benzmal),344,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,5.19E+00,O=C1C(CC2=CC=CC=C2)C(O[Pt]O1)=O.CN(C)CCN(C)C.CN(C)CCN(C)C
1858106.982,-1.01665E+13,-2.54205E+12,217387459.8,2.54184E+12,2.54162E+12,7800000023,-1.44932E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34791E+32,4.63657E+18,-4.52298E+19,-610.2422567,-610.2422567,-633.087503,-633.087503,22.84524628,22.84524628,0.72856038,-8.14E-05,24953.86909,-24953.86909,0.376999239,-1827,cis-Pt(EtNH 2) 2(bumal) 2,345,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,5.17E+00,O=C1C(CCCC)C(O[Pt]O1)=O.[H]N(CC)[H].[H]N(CC)[H]
1858107.926,-1.01665E+13,-2.54205E+12,217386653.9,2.54184E+12,2.54162E+12,7800000023,-1.44932E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34791E+32,4.63657E+18,-4.52298E+19,-610.242904,-610.242904,-633.3894371,-633.3894371,23.14653311,23.14653311,0.721553783,3.77E-05,24953.87208,-24953.87208,0.37397935,-1826,cis-Pt(Me 2 NH) 2 (bumal) 2,346,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,5.06E+00,O=C1C(CCCC)C(O[Pt]O1)=O.[H]N(C)C.CN(C)[H]
1858107.844,-1.01665E+13,-2.54205E+12,217387355.9,2.54184E+12,2.54162E+12,7800000023,-1.44932E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34793E+32,4.63657E+18,-4.52298E+19,-610.2432172,-610.2432172,-633.447944,-633.447944,23.20472679,23.20472679,0.727082496,-0.000465054,24953.89383,-24953.89383,0.342138175,-1923,cis-Pt(Me 2 en) 2(bumal) 2,347,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,5.77E+00,CCCCC1C(O[Pt]OC1=O)=O.[H]N(CCN(C)[H])C
1858108.353,-1.01665E+13,-2.54205E+12,217386664.5,2.54184E+12,2.54162E+12,7800000026,-1.44932E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34795E+32,4.63657E+18,-4.52299E+19,-610.2463822,-610.2463822,-635.9620857,-635.9620857,25.7157035,25.7157035,0.732671522,-0.00018099,24953.90404,-24953.90404,0.30680462,-1922,cis-Pt(Me 4 en) 2(bumal) 2,348,sq-pl,neutral,org,https://doi.org/10.1002/jcc.24461,5.60E+00,O=C(O[Pt]OC1=O)C1CCCC.CN(C)CCN(C)C
1858097.724,-1.01664E+13,-2.54204E+12,217381456.5,2.54182E+12,2.5416E+12,7800000016,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34736E+32,4.63654E+18,-4.52296E+19,-610.5464659,-610.5464659,-626.789872,-626.789872,16.24340608,16.24340608,0.59087655,-8.75E-05,24953.73676,-24953.73676,0.072908177,-1671,[Pt(NO 2)Cl 3 ]2-,370,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,2.20E+00,[Pt-2]([N+](=O)[O-])([Cl])([Cl])[Cl]
1858097.888,-1.01664E+13,-2.54204E+12,217380370.7,2.54182E+12,2.5416E+12,7800000020,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.3472E+32,4.63654E+18,-4.52296E+19,-610.5415502,-610.5415502,-630.3056449,-630.3056449,19.76409474,19.76409474,0.533552512,-0.000199971,24953.74983,-24953.74983,0.197350103,-1828,trans-[Pt(NO2 )Cl 2Br] 2-,371,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,2.60E+00,[Pt-2]([N+](=O)[O-])([Cl])([Cl])[Br]
1858097.194,-1.01664E+13,-2.54204E+12,217380582.1,2.54182E+12,2.5416E+12,7800000020,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34737E+32,4.63654E+18,-4.52296E+19,-610.54226,-610.54226,-630.3870154,-630.3870154,19.84475537,19.84475537,0.533146476,-3.05E-05,24953.74876,-24953.74876,0.155702171,-1878,cis-[Pt(NO 2 )Cl 2Br]2-,372,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,2.22E+00,[Pt-2](Br)([N+](=O)[O-])([Cl])[Cl]
1858097.207,-1.01664E+13,-2.54204E+12,217379430.4,2.54182E+12,2.5416E+12,7800000023,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34724E+32,4.63654E+18,-4.52296E+19,-610.5376132,-610.5376132,-633.9078386,-633.9078386,23.37022547,23.37022547,0.474546317,2.99E-05,24953.75849,-24953.75849,0.24255766,-2057,cis-[Pt(NO 2 )ClBr 2 ]2-,373,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,2.59E+00,[Pt-2](Br)(Br)([N+](=O)[O-])[Cl]
1858096.484,-1.01664E+13,-2.54204E+12,217379584.5,2.54182E+12,2.5416E+12,7800000023,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34745E+32,4.63654E+18,-4.52296E+19,-610.5383049,-610.5383049,-633.9724637,-633.9724637,23.4341588,23.4341588,0.475300834,0.000468444,24953.75637,-24953.75637,0.073150775,-2104,trans-[Pt(NO2 )ClBr 2 ]2-,374,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,2.19E+00,[Pt-2](Br)(Br)(Cl)[N+](=O)[O-]
1858096.636,-1.01664E+13,-2.54204E+12,217378504.6,2.54182E+12,2.5416E+12,7800000027,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34731E+32,4.63654E+18,-4.52296E+19,-610.5340488,-610.5340488,-637.5080059,-637.5080059,26.97395712,26.97395712,0.415241318,0.000129189,24953.76893,-24953.76893,0.202322966,-2303,[Pt(NO 2)Br 3] 2-,375,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,2.56E+00,[Pt-2](Br)(Br)([N+](=O)[O-])[Br]
1858104.413,-1.01665E+13,-2.54205E+12,217384100.5,2.54183E+12,2.54161E+12,7800000017,-1.44932E+16,1.44907E+16,4.05932E+19,4.35E+32,-4.34702E+32,4.63656E+18,-4.52298E+19,-610.5297706,-610.5297706,-627.7028014,-627.7028014,17.17303074,17.17303074,0.655582048,0.000167577,24953.7921,-24953.7921,0.086435954,-1797,trans-[Pt(NO2 )2 Cl2 ]2-,376,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,2.19E+00,[Pt-2]([N+](=O)[O-])(Cl)(Cl)[N+](=O)[O-]
1858099.066,-1.01664E+13,-2.54204E+12,217382848.9,2.54182E+12,2.54161E+12,7800000021,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34794E+32,4.63654E+18,-4.52296E+19,-610.5293132,-610.5293132,-631.2957316,-631.2957316,20.76641837,20.76641837,0.59253151,9.57E-05,24953.78269,-24953.78269,0.138540638,-1994,trans-[Pt(NO2 )2 ClBr]2-,377,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,2.52E-01,[Pt-2]([N+](=O)[O-])(Cl)([N+](=O)[O-])[Br]
1858098.31,-1.01664E+13,-2.54204E+12,217381875,2.54182E+12,2.54161E+12,7800000024,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.5257185,-610.5257185,-634.8845603,-634.8845603,24.35884183,24.35884183,0.534451843,-0.000167269,24953.79071,-24953.79071,0.000959322,-2209,trans-[Pt(NO2 )2 Br2 ]2-,378,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,7.52E-04,[Pt-2]([N+](=O)[O-])([N+](=O)[O-])([Br])[Br]
1858104.28,-1.01665E+13,-2.54205E+12,217383984.1,2.54183E+12,2.54161E+12,7800000017,-1.44932E+16,1.44907E+16,4.05932E+19,4.35E+32,-4.34702E+32,4.63656E+18,-4.52297E+19,-610.5297195,-610.5297195,-627.6920507,-627.6920507,17.16233123,17.16233123,0.65474931,0.000288936,24953.78831,-24953.78831,0.083434017,-1797,cis-[Pt(NO 2 )2Cl 2 ]2-,379,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,2.19E+00,[Pt-2]([N+](=O)[O-])([N+](=O)[O-])([Cl])[Cl]
1858103.913,-1.01665E+13,-2.54205E+12,217382818.6,2.54183E+12,2.54161E+12,7800000021,-1.44932E+16,1.44907E+16,4.05932E+19,4.35E+32,-4.34692E+32,4.63656E+18,-4.52297E+19,-610.5258163,-610.5258163,-631.2311016,-631.2311016,20.70528527,20.70528527,0.595259993,0.000324005,24953.79822,-24953.79822,0.197135162,-1949,cis-[Pt(NO 2 )2ClBr]2-,380,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,2.44E+00,[Pt-2]([N+](=O)[O-])(Br)([N+](=O)[O-])[Cl]
1858103.668,-1.01665E+13,-2.54205E+12,217381713.4,2.54183E+12,2.54161E+12,7800000024,-1.44932E+16,1.44907E+16,4.05932E+19,4.35E+32,-4.34682E+32,4.63656E+18,-4.52297E+19,-610.5222553,-610.5222553,-634.7848481,-634.7848481,24.26259271,24.26259271,0.534614486,-0.000224414,24953.80977,-24953.80977,0.266025197,-2120,cis-[Pt(NO 2 )2Br 2] 2-,381,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,2.65E+00,[Pt-2]([N+](=O)[O-])(Br)(Br)[N+](=O)[O-]
1858109.583,-1.01665E+13,-2.54206E+12,217386904.7,2.54184E+12,2.54162E+12,7800000018,-1.44933E+16,1.44907E+16,4.05933E+19,4.35E+32,-4.34747E+32,4.63657E+18,-4.52299E+19,-610.5112344,-610.5112344,-628.5908693,-628.5908693,18.0796349,18.0796349,0.714654436,-0.000105387,24953.82402,-24953.82402,0.025994107,-1949,[Pt(NO 2)3 Cl] 2-,382,sq-pl,anion,hal-inorg,https://doi.org/10.1002/jcc.24461,1.06E+00,[Pt-2]([N+](=O)[O-])([N+](=O)[O-])(Cl)[N+](=O)[O-]
1858113.846,-1.01665E+13,-2.54206E+12,217388714.3,2.54184E+12,2.54163E+12,7800000019,-1.44933E+16,1.44907E+16,4.05934E+19,4.35E+32,-4.34799E+32,4.63658E+18,-4.523E+19,-610.4972311,-610.4972311,-629.4561267,-629.4561267,18.95889557,18.95889557,0.766959645,0.000371963,24953.86493,-24953.86493,0.001259798,-2187,[Pt(NO2)4] 2-,384,sq-pl,anion,inorg,https://doi.org/10.1002/jcc.24461,3.49E-03,[Pt-2]([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
