Complex ID;Source_doi;Charge;Shift;Dipole_point_q;q;Brutto;Charge_class;Geometry;Ligand;Smiles;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46
44;https://doi.org/10.1002/ejic.201600573;-2000;-894;635.4777311;389.0;mer-[PtCl3Br3] 2-;anion;oct;hal;[Pt@OH1]([Cl])([Cl])([Br])([Br])([Br])[Cl];1088.65165;1079.429091;1079.429116;552.5616346;552.5618743;554.3393724;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45;https://doi.org/10.1002/ejic.201600573;-2000;-1213;835.9622259;349.0;cis-[PtCl2Br4] 2-;anion;oct;hal;[Pt@OH1]([Br])([Br])([Br])([Br])([Cl])[Cl];1083.03868;1083.038647;1075.578969;1075.577199;551.3742738;551.3742754;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46;https://doi.org/10.1002/ejic.201600573;-2000;-1216;3.05e-05;350.0;trans-[PtCl2Br4] 2-;anion;oct;hal;[Pt@OH1]([Cl])([Br])([Br])([Br])([Br])[Cl];1078.260066;1078.25988;1078.259513;1078.259326;549.8495798;549.849577;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47;https://doi.org/10.1002/ejic.201600573;-2000;-1547;556.5975826;309.0;[PtClBr5] 2-;anion;oct;hal;[Pt@OH1]([Br])([Br])([Br])([Br])([Cl])[Br];1078.366266;1072.621154;1072.621639;1072.621307;1072.6214;548.8553353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48;https://doi.org/10.1002/ejic.201600573;-2000;-1806;1597.569464;297.0;cis-[PtCl4I2] 2-;anion;oct;hal;[Pt@OH1]([Cl])([Cl])([Cl])([Cl])([I])[I];1541.356524;1541.164823;552.470036;552.470054;558.359504;558.3632181;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;https://doi.org/10.1002/ejic.201600573;-2000;-1884;0.003656878;304.0;trans-[PtCl4I2] 2-;anion;oct;hal;[Pt@OH1]([I])([Cl])([Cl])([Cl])([Cl])[I];1537.641235;1537.630333;553.1692569;553.1692587;553.1692563;553.1692582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;https://doi.org/10.1002/ejic.201600573;-2000;-1891;1.77e-05;268.0;[PtBr6] 2-;anion;oct;hal;[Pt@OH1]([Br])([Br])([Br])([Br])([Br])[Br];1068.191708;1068.191687;1068.191674;1068.191661;1068.191648;1068.191621;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51;https://doi.org/10.1002/ejic.201600573;-2000;-2545;507.3774985;200.0;[PtBr5I]2-;anion;oct;hal;[Pt@OH1]([Br])([Br])([Br])([Br])([Br])[I];1521.331187;1064.142169;1064.141915;1064.140901;1064.140647;1070.621887;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52;https://doi.org/10.1002/ejic.201600573;-2000;-2849;1736.406153;186.0;fac-[PtCl3I3] 2-;anion;oct;hal;[Pt@OH1]([Cl])([Cl])([Cl])([I])([I])[I];1531.781288;1531.778989;1531.69259;553.7650256;553.7642824;553.7619046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;https://doi.org/10.1002/ejic.201600573;-2000;-2849;1021.247898;193.0;mer-[PtCl3I3] 2-;anion;oct;hal;[Pt@OH1]([I])([Cl])([I])([Cl])([I])[Cl];1535.954184;1530.986817;1530.986427;548.0481752;548.0481808;554.6050714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;https://doi.org/10.1002/ejic.201600573;-2000;-3132;0.000973199;129.0;trans-[PtBr4I2] 2-;anion;oct;hal;[Pt@OH1]([I])([Br])([Br])([Br])([Br])[I];1522.688555;1522.680736;1059.791266;1059.791081;1059.790037;1059.789852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;https://doi.org/10.1002/ejic.201600573;-2000;-3252;672.7130215;131.0;cis-[PtBr4I2] 2-;anion;oct;hal;[Pt@OH1]([Br])([Br])([Br])([Br])([I])[I];1516.175899;1516.074424;1059.756042;1059.7533;1066.384107;1066.385973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;https://doi.org/10.1002/ejic.201600573;-2000;-3898;447.1678645;60.0;mer-[PtBr3I3] 2-;anion;oct;hal;[Pt@OH1]([I])([Br])([I])([Br])([I])[Br];1510.724394;1517.324294;1517.296345;1055.063313;1055.062556;1061.770726;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;https://doi.org/10.1002/ejic.201600573;-2000;-3932;1289.214939;77.0;cis-[PtCl2I4] 2-;anion;oct;hal;[Pt@OH1]([I])([Cl])([Cl])([I])([I])[I];1523.050887;1522.954217;1520.608134;1520.582426;549.2619613;549.2630417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58;https://doi.org/10.1002/ejic.201600573;-2000;-3932;0.004805005;82.0;trans-[PtCl2I4] 2-;anion;oct;hal;[Pt@OH1]([Cl])([I])([I])([I])([I])[Cl];1525.117214;1525.072365;1524.844589;1524.842498;542.7843816;542.7843811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;https://doi.org/10.1002/ejic.201600573;-2000;-4014;776.1266296;62.0;fac-[PtBr3I3] 2-;anion;oct;hal;[Pt@OH1]([Br])([Br])([Br])([I])([I])[I];1510.74539;1510.737598;1510.736017;1061.719959;1061.71961;1061.71953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;https://doi.org/10.1002/ejic.201600573;-2000;-4603;5.05e-05;-12.0;trans-[PtBr2I4] 2-;anion;oct;hal;[Pt@OH1]([Br])([I])([I])([I])([I])[Br];1511.652122;1511.65127;1511.63498;1511.632448;1050.112608;1050.112559;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61;https://doi.org/10.1002/ejic.201600573;-2000;-4719;598.3553339;-10.0;cis-[PtBr2I4] 2-;anion;oct;hal;[Pt@OH1]([I])([I])([Br])([Br])([I])[I];1505.166272;1505.138309;1511.707053;1511.672776;1056.734648;1056.734822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;https://doi.org/10.1002/ejic.201600573;-2000;-5081;830.7317512;-38.0;[PtClI5] 2-;anion;oct;hal;[Pt@OH1]([I])([I])([I])([I])([I])[Cl];1511.300144;1511.501017;1511.501242;1511.498596;1511.498859;544.096222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;https://doi.org/10.1002/ejic.201600573;-2000;-5483;403.4539384;-83.0;[PtBrI5] 2-;anion;oct;hal;[Pt@OH1]([I])([I])([I])([I])([I])[Br];1499.38078;1505.818538;1505.817602;1505.817461;1505.816492;1051.426797;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;https://doi.org/10.1002/ejic.201600573;-2000;-6293;0.000177858;-156.0;[PtI6] 2-;anion;oct;hal;[Pt@OH1]([I])([I])([I])([I])([I])[I];1499.789439;1499.788753;1499.787343;1499.786667;1499.786439;1499.786042;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65;https://doi.org/10.1016/S0020-1693(00)81457-7;-2000;-1780;295.358378;-0.047;[Pt(NO2)3(OH)] 2-;anion;sq-pl;inorg;[Pt-]([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])O[H];301.4948275;285.4650873;282.5576975;282.6884867;227.379229;225.3440238;225.1724744;224.3686954;223.8439956;224.0634832;31.46742136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;https://doi.org/10.1016/S0020-1693(00)81457-7;-2000;-1487;1058.62284;0.06;[Pt(NO2)2(C2O4)]2-;anion;sq-pl;org-inorg;O=C1O[Pt-2]([N+]([O-])=O)([N+]([O-])=O)[O-2]C1=O;296.7796012;296.7792552;289.6649239;289.6645132;229.3262864;229.3257472;229.3236735;229.3182652;152.5654835;152.5653488;161.9964556;161.9963637;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;https://doi.org/10.1002/jcc.24461;0;-1714;3089.593916;0.024;Pt(1,1-cbdca)(NH3)2;neutral;sq-pl;org;[NH3][Pt](OC(C12CCC2)=O)([NH3])OC1=O;311.5414472;311.5357649;256.5088721;256.5023659;155.5398616;155.5368418;164.1578265;164.1571342;159.0626224;156.0648434;105.1880948;104.2777031;31.29903123;31.29198682;28.83552919;28.81184265;28.38304621;28.36659653;26.82942072;26.81335501;15.51335273;15.51243586;15.28759505;15.28415751;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68;https://doi.org/10.1002/jcc.24461;0;-1565;1107.43399;116.0;cis-Pt(NH 3) 2(Ac)2;neutral;sq-pl;org;[Pt@SP1](OC(=O)C)([NH3+])([NH3+])OC(=O)C;304.3455917;304.3419478;262.5546687;262.5520846;186.424225;186.4223665;155.1402732;155.1395429;107.2006014;107.2003711;31.25348304;31.25319198;29.12682052;29.12418768;29.11107299;29.10799333;17.51074115;17.50704437;15.77826451;15.75022323;15.54668121;15.52344949;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69;https://doi.org/10.1002/jcc.24461;0;-1686;3146.573327;11.0;cis-Pt(NH 3) 2(bumal) 2;neutral;sq-pl;org;[Pt@SP1]1(OC(=O)C(C(=O)O1)CCCC)([NH3+])[NH3+];311.6169466;310.4510102;256.0476808;256.05395;154.7486531;154.2762772;162.1796008;161.5138476;152.1118237;148.26494;113.2158744;114.6757856;101.4133191;33.17684762;31.35092388;31.30261264;28.91089538;28.74227993;28.29964755;28.16687597;25.0779874;20.06017168;19.21001298;18.74944085;18.18852877;16.06162694;16.01897312;15.34885034;13.85339472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;https://doi.org/10.1002/jcc.24461;0;-1872;3607.064609;0.004;cis-Pt(EtNH 2) 2(Ox);neutral;sq-pl;org;[Pt@@]1(OC(=O)C(O1)=O)([N](CC)([H])[H])[N](CC)([H])[H];314.0521253;314.0502299;257.8449876;257.8445186;169.74888;169.7488184;158.5652019;158.5650876;152.3414888;152.3384587;143.9926572;143.9905953;31.57312989;31.57287169;29.51530062;29.51286325;28.8251023;28.82342568;23.37523064;23.37444118;21.72718972;21.72533145;19.30232361;19.30212903;18.48910501;18.48816704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;https://doi.org/10.1002/jcc.24461;0;-1860;3317.275925;-21.0;cis-Pt(EtNH 2) 2(CBDCA) 2;neutral;sq-pl;org;[Pt@SP1]1(OC(=O)C2(CCC2)C(=O)O1)([NH2+]CC)[NH2+](CC);309.9890907;309.8466553;257.7679805;256.7735048;155.0374294;155.023434;163.3876874;163.305279;157.6957371;153.7216182;153.5828362;152.933963;145.9961482;138.5877186;104.5100292;103.3698366;31.64367672;31.18841313;30.11744894;28.82222515;28.45490481;27.61376021;26.98403672;25.79790224;24.66641891;23.33174027;22.06840141;20.63109556;19.34786946;19.34778862;18.67459857;18.02002012;15.4645204;15.40590831;15.32858025;15.01510252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;https://doi.org/10.1002/jcc.24461;0;-1693;1392.574866;0.065;cis-Pt(Me 2 NH) 2 (Ac)2;neutral;sq-pl;org;CC([Pt@@](C(C)=O)([N]([H])(C)C)[N]([H])(C)C)=O;301.4547334;301.4500312;263.4672344;263.461243;185.7695443;185.7146593;154.2222867;154.1826963;156.954061;156.9338443;151.9238399;151.9041643;106.8123702;106.7954614;32.15168185;32.15103672;26.21706353;26.21383513;24.83916845;24.83022221;23.4468288;23.44042775;22.68021162;22.67995765;19.7798862;19.77922426;19.42892902;19.42689022;17.3256692;17.31621985;16.13974442;16.12608058;15.22376446;15.214713;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;https://doi.org/10.1002/jcc.24461;0;-1887;3715.314144;20.0;cis-Pt(Me2NH)2(Ox);neutral;sq-pl;org;[Pt@SP1]1(OC(=O)C(=O)O1)([NH+](C)C)[NH+](C)C;314.0;314.0;260.0;260.0;170.0;170.0;159.0;159.0;156.0;156.0;151.0;151.0;32.3;32.3;26.0;26.0;24.6;24.6;23.7;23.7;22.9;22.9;19.6;19.6;19.3;19.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74;https://doi.org/10.1002/jcc.24461;0;-1882;3493.914257;13.0;cis-Pt(Me2NH)2(Mal);neutral;sq-pl;org;[Pt@SP1]1(OC(=O)CC(=O)O1)([NH+](C)C)[NH+](C)C;310.0;310.0;261.0;261.0;155.0;155.0;162.0;162.0;159.0;156.0;154.0;154.0;150.0;32.3;32.0;27.5;26.8;25.4;25.3;24.2;24.1;23.3;23.2;22.8;19.9;19.0;19.5;19.5;19.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;https://doi.org/10.1002/jcc.24461;-1000;-2526;856.998763;0.04;[Pt(SOMe 2 )(OH)3 ]-;anion;sq-pl;org-inorg;[Pt-]([S](C)(C)=O)(O[H])(O[H])O[H];563.3097711;313.6166272;305.399484;302.0051382;189.1138614;140.8924952;140.8820462;33.12397888;31.76106795;31.8010493;23.96367513;23.95839302;21.93554575;21.93361577;18.25170225;18.25116963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76;https://doi.org/10.1002/jcc.24461;0;-1456;1717.553912;0.12;cis-Pt(Me 2 en) 2(Ac)2;neutral;sq-pl;org;[Pt]1(OC(=O)C)([N](CC[N]1(C)[H])(C)[H])OC(=O)C;304.8837266;304.4265371;261.4917617;260.9868666;232.6879193;215.1501882;174.3483208;168.2861037;168.0686378;159.6048849;152.7714988;151.1755772;112.7932356;111.2042278;33.07093251;29.98382755;27.15562647;24.59133959;24.51461387;23.85158252;23.06487035;22.55036235;20.37213568;20.32885565;19.33255821;19.26465951;17.34213372;17.32258648;17.2546367;17.05226709;16.19269579;15.84911696;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77;https://doi.org/10.1002/jcc.24461;0;-1469;2045.79717;0.034;cis-Pt(Me 4 en) 2(Ac)2;neutral;sq-pl;org;[Pt]1(OC(=O)C)([N](CC[N]1(C)C)(C)C)OC(=O)C;304.2188419;303.6143516;261.2481087;259.8300847;233.6802125;190.7910051;174.5576281;163.2564026;157.4664654;162.7333348;163.28353;160.2876121;156.1137976;154.6293891;112.8280602;108.3155;26.86099137;26.56615171;26.05594775;25.60809286;25.26974803;24.74453373;24.83046217;24.50486099;24.23638019;23.41746304;20.15204683;20.1056089;20.04974531;20.04084091;19.54699661;19.47040958;17.34786658;17.34712106;17.224505;16.68708458;16.2054083;15.28374774;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;https://doi.org/10.1002/jcc.24461;0;-1988;3734.936392;49.0;cis-Pt(Me 2 en) 2(Ox);neutral;sq-pl;org;[Pt@SP1]12([NH+](CC[NH+]1C)C)OC(=O)C(=O)O2;314.8452108;314.8408553;261.3071157;261.3011779;157.7749058;157.7738277;168.271004;168.2692463;161.4152428;161.4075553;156.1291636;156.1174776;30.56225786;30.55871528;25.28626953;25.28299095;24.57645412;24.56828602;24.35797915;24.35399811;20.02088776;20.02080635;19.5477464;19.5472302;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79;https://doi.org/10.1002/jcc.24461;0;-1970;3784.886111;21.0;cis-Pt(Me 4 en) 2(Ox);neutral;sq-pl;org;[Pt@SP1]12([N+](CC[N+]1(C)C)(C)C)OC(=O)C(=O)O2;313.7393015;313.7383287;263.6855964;263.6833226;157.5834887;157.5829322;168.0930635;168.0919251;162.4192718;162.4021282;162.4027553;162.3917132;160.1751763;160.1495093;26.20238512;26.18102647;25.79654226;25.79606347;25.84601082;25.82346069;25.47342152;25.46397144;24.08584169;24.0783749;20.20242287;20.20213588;20.0168331;20.01631568;19.85886923;19.85727974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
80;https://doi.org/10.1002/jcc.24461;0;-1974;3496.123162;36.0;cis-Pt(Me 2 en) 2(Mal);neutral;sq-pl;org;[Pt@SP1]12([NH+](CC[NH+]1C)C)OC(=O)CC(=O)O2;311.3752871;311.2933582;261.1117688;260.2345811;154.4864551;154.4247544;162.0309161;161.9508099;162.5008637;161.6157465;154.6419624;155.7611231;154.0165323;31.04000968;30.13330321;27.29616151;25.09456211;24.92132529;24.70596521;24.69981241;24.22636423;24.04530769;20.06593957;20.06006877;19.50772358;18.95340665;19.40834193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81;https://doi.org/10.1002/jcc.24461;0;-1976;3571.802814;8.0;cis-Pt(Me 4 en) 2(Mal);neutral;sq-pl;org;[Pt@SP1]12([N+](CC[N+]1(C)C)(C)C)OC(=O)CC(=O)O2;310.1119823;310.0728913;263.4302473;262.61701;154.3018566;154.290931;162.0295756;161.9809522;162.9900994;162.9076195;163.9655992;160.8177587;159.7816311;158.1545462;155.3172622;27.59279106;26.45104338;26.27946915;25.76785027;25.64264613;25.64865852;25.55910921;25.3695507;25.04867865;24.20285113;24.13657912;20.23940269;20.22946239;20.12311296;19.89244045;19.82140314;19.71847363;19.01357982;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82;https://doi.org/10.1002/jcc.24461;0;-1835;3154.529265;-41.0;cis-Pt(Me 2 NH) 2 (benzmal);neutral;sq-pl;org;[Pt@SP1]1([NH+](C)C)([NH+](C)C)OC(=O)C(C(=O)O1)Cc1ccccc1;309.1730893;309.1716723;259.089179;259.0786573;152.848802;152.8403988;158.9300366;158.9220366;160.9499493;160.9435138;153.584879;144.8147793;146.6174142;146.6045514;146.8737918;146.8524811;134.4884195;134.4776699;129.2586288;125.8779746;32.01917704;32.01541216;27.16546449;27.16121675;24.56425988;24.56270219;23.65451668;23.65111249;22.16173772;22.15682403;21.01335864;21.01136117;19.94784261;19.9470834;18.29100406;18.8079053;18.8062346;18.98889246;18.98768774;17.55657836;17.55259107;17.90659141;0.0;0.0;0.0;0.0
83;https://doi.org/10.1002/jcc.24461;0;-1926;3207.259533;-27.0;cis-Pt(Me 2 en) 2(benzmal);neutral;sq-pl;org;[Pt@SP1]12(OC(=O)C(C(=O)O1)Cc1ccccc1)[NH+](CC[NH+]2C)C;311.352761;310.5513006;260.7265462;259.8267953;153.6673224;153.2109535;160.2637876;159.7043261;161.5479483;160.9766163;156.5747767;157.9749946;154.203505;146.4637022;151.3702884;138.8833335;139.18545;128.6937822;126.1612145;125.9136654;31.54125189;30.83912747;25.0342599;24.74388916;24.21595755;24.34642416;24.06162774;23.21353157;23.20435174;19.70323922;20.02980214;19.9912415;19.63307811;19.41937927;19.24929238;18.39814552;18.37348635;17.45966151;17.47087056;17.39674605;0.0;0.0;0.0;0.0;0.0;0.0
84;https://doi.org/10.1002/jcc.24461;0;-1930;3201.550501;-26.0;cis-Pt(Me 4 en) 2(benzmal);neutral;sq-pl;org;[Pt@SP1]12(OC(=O)C(C(=O)O1)Cc1ccccc1)[N+](C)(CC[N+]2(C)C)C;310.4956012;310.0965367;262.4467237;260.6435467;152.7009709;152.7837162;158.2621728;158.491138;163.8178887;163.8829252;161.7348355;160.1089428;158.7835154;153.0703077;155.7825592;143.0905144;142.1258723;132.4612308;121.9864303;120.514281;113.4985007;109.7542283;26.56319351;26.11400932;25.69341362;25.69919867;25.70807049;25.09295794;25.09891181;24.7529015;24.43487894;24.07232492;23.69126449;20.21328028;20.19455122;20.1135776;19.73571444;19.8237661;19.54659956;19.5551948;18.21591684;17.69122946;17.32332691;16.63353419;15.98433368;15.35247296
85;https://doi.org/10.1002/jcc.24461;0;-1827;3337.961232;-21.0;cis-Pt(EtNH 2) 2(bumal) 2;neutral;sq-pl;org;[Pt@SP1]1(OC(=O)C(C(=O)O1)CCCC)([NH2+]CC)[NH2+]CC;309.9392785;309.4872936;257.6874228;257.5780257;154.2286694;154.0393507;161.3560444;161.0982858;151.0866874;153.5216543;148.8704841;145.4470471;145.3408873;138.7073702;110.1255538;93.15125314;74.70492433;32.03519886;31.57882611;31.55196666;29.9763952;29.46990691;28.58438206;27.43877444;23.61639378;22.7673005;21.7965689;21.49955542;19.9106618;19.17013962;18.6676254;19.37608214;19.07389583;18.66005973;17.80568945;17.06225841;15.33126071;14.16023241;12.66838981;11.33094365;11.22912825;0.0;0.0;0.0;0.0;0.0
