Complex,Source_doi,Charge,Shift,Dipole,q,Brutto,Charge_class,Geometry,Ligand,Smiles,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
534,https://doi.org/10.1002/ejic.202000474,1000,-2819,1417.5,-97,[Pt(NH3)3I]+,cation,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].[H]N([H])[H].[Pt+]I,1609.210593,263.2855315,263.2412334,248.4651575,30.28397486,30.2822869,30.16631464,30.12968171,28.82538951,28.78719196,28.684191,28.38225493,28.339071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,https://doi.org/10.1002/ejic.202000474,0,-2101,1075.7,-41,cis-[Pt(NH3)2Cl2],neutral,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].Cl[Pt]Cl,592.9328156,592.9202229,253.5657134,253.5565986,31.06364256,31.05252612,28.42307731,28.41971844,28.41715594,28.40957042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,https://doi.org/10.1002/ejic.202000474,0,-2254,1206.1,-67,cis-[Pt(NH3)2ClBr],neutral,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].Br[Pt]Cl,1157.057639,590.1517794,249.679597,253.0126159,31.01477732,29.52371242,29.51427143,28.35005794,28.35205302,27.50652071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,https://doi.org/10.1002/ejic.202000474,0,-2428,1302,-93,cis-[Pt(NH3)2Br2],neutral,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].Br[Pt]Br,1153.76364,1153.584152,248.5408574,248.7471507,29.76986693,29.44803448,29.43396724,28.18334448,28.18037789,27.33834024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,https://doi.org/10.1002/ejic.202000474,0,-2615,1284.5,-121,cis-[Pt(NH3)2ClI],neutral,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].I[Pt]Cl,1615.191027,589.6882838,248.2671458,254.7916161,31.19659517,29.24649052,29.24131806,28.48289901,28.48110339,27.54156842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,https://doi.org/10.1002/ejic.202000474,0,-2830,1355.8,-151,cis-[Pt(NH3)2BrI],neutral,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].I[Pt]Br,1612.014838,1151.298094,247.3844139,250.3048478,29.2128507,29.20485748,29.62371438,29.61996942,27.34852784,27.41959218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,https://doi.org/10.1002/ejic.202000474,0,-3309,1415.1,-207,cis-[Pt(NH3)2I2],neutral,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].I[Pt]I,1608.911281,1608.868213,248.9121216,248.8798288,29.35775056,29.34726317,29.34665764,29.34852544,27.43320953,27.41655659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,https://doi.org/10.1002/ejic.202000474,0,-2104,2.9,-21,trans-[Pt(NH3)2Cl2],neutral,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].Cl[Pt]Cl,575.8601241,575.8506055,266.8319408,266.8309499,30.50197744,30.49759965,30.21336263,30.21084612,30.20851024,30.20708452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,https://doi.org/10.1002/ejic.202000474,0,-2293,221.5,-45,trans-[Pt(NH3)2ClBr],neutral,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].Cl[Pt]Br,1128.659597,574.8222531,265.9450692,265.9435218,30.50588042,30.50575103,30.0277659,30.01565953,30.03153426,30.01946135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,https://doi.org/10.1002/ejic.202000474,0,-2557,2.9,-65,trans-[Pt(NH3)2Br2],neutral,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].Br[Pt]Br,1120.126716,1120.12351,264.8284108,264.8278574,29.90524736,29.90408272,30.08570038,30.08532128,30.09210202,30.09204292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,https://doi.org/10.1002/ejic.202000474,0,-2999,132.2,-127,trans-[Pt(NH3)2BrI],neutral,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].Br[Pt]I,1583.185109,1119.8105,264.2720786,264.2964532,29.54292854,29.92286515,29.91590144,30.03774068,30.18709797,30.17890367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,https://doi.org/10.1002/ejic.202000474,0,-3372,0.9,-191,trans-[Pt(NH3)2I2],neutral,sq-pl,hal-org,[H]N([H])[H].[H]N([H])[H].I[Pt]I,1582.553689,1582.505553,263.5195471,263.5178247,29.64556341,29.64499705,30.00004018,29.99764525,29.97362402,29.97090593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,https://doi.org/10.1002/ejic.202000474,-1000,-1884,589.9,219,[Pt(NH3)Cl3]-,anion,sq-pl,hal-org,Cl[Pt](Cl)Cl.[H]N([H])[H],607.9348984,587.0241235,586.6354561,252.2279558,29.097361,29.02111579,29.02213599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,https://doi.org/10.1002/ejic.202000474,-1000,-2534,331.1,185,[Pt(NH3)Br3]-,anion,sq-pl,hal-org,Br[Pt](Br)Br.[H]N([H])[H],1162.819929,1164.872661,868.0378208,288.0078315,22.36960358,30.32735547,30.0876634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,https://doi.org/10.1002/ejic.202000474,-1000,-3298,469.1,55,trans-[Pt(NH3)ClI2]-,anion,sq-pl,hal-org,Cl[Pt](I)I.[H]N([H])[H],1596.90028,1595.599831,605.3053188,245.5999487,28.03346649,28.47258087,28.4649096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,https://doi.org/10.1002/ejic.202000474,-1000,-4250,709.4,-39,[Pt(NH3)I3]-,anion,sq-pl,hal-org,I[Pt](I)I.[H]N([H])[H],1616.381895,1590.390037,1589.924432,246.5670646,28.79039187,28.18113763,28.27141361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
